Word,IPA Pronunciation,Cambridge Pronunciation Number
integrate,ɪntəɡɹeɪt,1
integrated,,0
integration,ɪntəɡɹeɪʃən,1
integrity,ɪntɛɡɹəti,1
intel,ɪntɛl,1
intellect,ɪntəlɛkt,3
intellectual,ɪntəlɛktʃuəl,1
intellectualism,,0
intellectually,ɪntəlɛktʃuəli,1
intelligence,ɪntɛlədʒəns,1
intelligent,ɪntɛlədʒənt,1
intelligently,,0
intelligible,ɪntɛlədʒəbəl,1
intemperate,ɪntɛmpɚət,1
intend,ɪntɛnd,1
intended,ɪntɛndɪd,1
intense,ɪntɛns,1
intensely,ɪntɛnsli,1
intensify,,0
intensity,,0
intensive,ɪntɛnsɪv,1
intensively,ɪntɛnsɪvli,1
intent,ɪntɛnt,1
intention,,0
intentional,ɪntɛnʃənəl,1
intentionally,ɪntɛnʃənəli,1
intently,ɪntɛntli,1
inter,ɪntɝ,1
interact,ɪntɚækt,1
interaction,,0
interactive,,0
interagency,ɪntɚeɪdʒənsi,1
interbank,ɪntɚbæŋk,1
intercede,ɪntɚsid,1
intercellular,ɪntɚsɛljəlɚ,1
intercept,ɪntɚsɛpt,1
interception,ɪntɚsɛpʃən,1
interceptor,ɪntɚsɛptɚ,1
intercession,ɪntɚsɛʃən,1
interchange,ɪntɚtʃeɪndʒ,1
interchangeable,ɪntɚtʃeɪndʒəbəl,1
intercity,ɪntɚsɪti,1
intercollegiate,,0
intercom,ɪntɚkɑm,1
interconnect,ɪntɚkənɛkt,1
interconnected,ɪntɚkənɛktɪd,1
interconnection,ɪntɚkənɛkʃən,1
intercontinental,ɪntɚkɑntənɛntəl,1
intercourse,ɪntɚkɔɹs,1
interdependent,ɪntɚdɪpɛndənt,1
interdict,ɪntɚdɪkt,1
interdiction,ɪntɚdɪkʃən,1
interdisciplinary,,0
interest,,0
interested,ɪntəɹɛstɪd,4
interesting,ɪntəɹɛstɪŋ,4
interestingly,,0
interface,ɪntɚfeɪs,1
interfaith,ɪntɚfeɪθ,1
interfere,ɪntɚfɪɹ,1
interference,ɪntɚfɪɹəns,1
interfering,ɪntɚfɪɹɪŋ,1
interferon,,0
interim,,0
interior,ɪntɪɹiɚ,1
interject,ɪntɚdʒɛkt,1
interjection,ɪntɚdʒɛkʃən,1
interlace,ɪntɚleɪs,1
interlinked,ɪntɚlɪŋkt,1
interlock,ɪntɚlɑk,1
interlocking,ɪntɚlɑkɪŋ,1
interloper,ɪntɚloʊpɚ,1
interlude,ɪntɚlud,1
intermarry,,0
intermediary,,0
intermediate,,0
interminable,,0
interminably,,0
intermingle,ɪntɚmɪŋɡəl,1
intermission,ɪntɚmɪʃən,1
intermittent,ɪntɚmɪtənt,1
intermittently,ɪntɚmɪtəntli,1
intermix,ɪntɚmɪks,1
intermountain,,0
intern,ɪntɝn,1
internal,ɪntɝnəl,1
internalize,ɪntɝnəlaɪz,1
internalized,ɪntɝnəlaɪzd,1
internally,ɪntɝnəli,1
international,,0
internationalist,ɪntɚnæʃənəlɪst,1
internationally,,0
internecine,,0
internet,ɪntɚnɛt,1
internist,ɪntɝnɪst,1
internment,ɪntɝnmənt,1
internship,ɪntɝnʃɪp,1
interoffice,,0
interpersonal,ɪntɚpɝsənəl,1
interplanetary,,0
interplay,ɪntɚpleɪ,1
interpose,ɪntɚpoʊz,1
interpret,,0
interpretation,,0
interpreter,ɪntɝpɹətɚ,1
interpretive,ɪntɝpɹətɪv,1
interracial,ɪntɚɹeɪʃəl,1
interrelated,ɪntɚɹɪleɪtɪd,1
interrelationship,,0
interrogate,ɪntɛɹəɡeɪt,1
interrogation,ɪntɛɹəɡeɪʃən,1
interrogator,ɪntɛɹəɡeɪtɚ,1
interrupt,,0
interruption,,0
interscholastic,ɪntɚskəlæstɪk,1
intersect,ɪntɚsɛkt,1
intersection,ɪntɚsɛkʃən,1
intersperse,ɪntɚspɝs,1
interstate,ɪntɚsteɪt,1
interstellar,ɪntɚstɛlɚ,1
intertwine,ɪntɚtwaɪn,1
intertwined,,0
interval,ɪntɚvəl,1
intervene,ɪntɚvin,1
intervening,ɪntɚvinɪŋ,1
intervention,ɪntɚvɛnʃən,1
interventionist,ɪntɚvɛnʃənɪst,1
interview,ɪntɚvju,1
interviewee,ɪntɚvjui,1
interviewer,ɪntɚvjuɚ,1
interweave,ɪntɚwiv,1
intestinal,ɪntɛstɪnəl,1
intestine,,0
intestines,ɪntɛstənz,1
intimacy,ɪntəməsi,1
intimate,ɪntəmət,1
intimately,,0
intimidate,ɪntɪmɪdeɪt,2
intimidated,,0
intimidating,,0
intimidation,,0
into,ɪntu,1
intolerable,ɪntɑlɚəbəl,1
intolerably,ɪntɑlɚəbli,1
intolerance,ɪntɑlɚəns,1
intolerant,ɪntɑlɚənt,1
intonation,ɪntəneɪʃən,1
intone,ɪntoʊn,1
intoxicate,,0
intoxicated,,0
intoxicating,ɪntɑksɪkeɪtɪŋ,1
intoxication,ɪntɑksəkeɪʃən,1
intracranial,ɪntɹəkɹeɪniəl,1
intractable,ɪntɹæktəbəl,1
intramural,ɪntɹəmjʊɹəl,1
intransigence,ɪntɹænsədʒəns,1
intransigent,ɪntɹænsədʒənt,1
intraocular,,0
intrauterine,ɪntɹəjutɚɪn,1
intravenous,ɪntɹəvinəs,1
intravenously,,0
intrepid,ɪntɹɛpəd,2
intrepidly,,0
intricacy,ɪntɹəkəsi,1
intricate,ɪntɹəkət,1
intricately,ɪntɹəkətli,1
intrigue,ɪntɹiɡ,1
intriguing,ɪntɹiɡɪŋ,1
intriguingly,ɪntɹiɡɪŋli,1
intrinsic,,0
intrinsically,,0
intro,ɪntɹoʊ,1
introduce,ɪntɹədus,1
introduction,ɪntɹədʌkʃən,1
introductory,,0
introspect,ɪntɹəspɛkt,1
introspection,ɪntɹəspɛkʃən,1
introspective,ɪntɹəspɛktɪv,1
introvert,,0
introverted,,0
intrude,ɪntɹud,1
intruder,ɪntɹudɚ,1
intrusion,ɪntɹuʒən,1
intrusive,ɪntɹusɪv,1
intuit,,0
intuition,ɪntuɪʃən,1
intuitive,,0
intuitively,ɪntuɪtɪvli,1
inundation,,0
invade,ɪnveɪd,1
invader,ɪnveɪdɚ,1
invalid,,0
invalidate,ɪnvælɪdeɪt,3
invalidation,ɪnvælədeɪʃən,1
invaluable,ɪnvæljəbəl,1
invariable,ɪnvɛɹiəbəl,1
invariably,ɪnvɛɹiəbli,1
invasion,ɪnveɪʒən,1
invasive,ɪnveɪsɪv,1
invective,ɪnvɛktɪv,1
invent,ɪnvɛnt,1
invention,ɪnvɛnʃən,1
inventive,ɪnvɛntɪv,1
inventiveness,ɪnvɛntɪvnəs,1
inventor,ɪnvɛntɚ,1
inventory,ɪnvəntɔɹi,1
inverse,ɪnvɝs,1
inversely,ɪnvɝsli,1
inversion,ɪnvɝʒən,1
invert,ɪnvɝt,1
invertebrate,ɪnvɝtəbɹət,1
inverted,ɪnvɝtɪd,1
invest,ɪnvɛst,1
investigate,ɪnvɛstəɡeɪt,1
investigation,ɪnvɛstəɡeɪʃən,1
investigative,ɪnvɛstəɡeɪtɪv,1
investigator,ɪnvɛstəɡeɪtɚ,1
investiture,ɪnvɛstətʃɚ,1
investment,ɪnvɛstmənt,1
investor,ɪnvɛstɚ,1
inveterate,,0
invigorate,,0
invigorating,ɪnvɪɡɚeɪtɪŋ,1
invincibility,,0
invincible,ɪnvɪnsəbəl,1
inviolable,ɪnvaɪələbəl,1
inviolate,,0
invisibility,ɪnvɪzəbɪləti,1
invisible,ɪnvɪzəbəl,1
invitation,ɪnvɪteɪʃən,5
invitational,ɪnvəteɪʃənəl,1
invite,ɪnvaɪt,1
invitee,ɪnvaɪti,1
inviting,ɪnvaɪtɪŋ,1
invocation,ɪnvəkeɪʃən,1
invoice,ɪnvɔɪs,1
invoke,ɪnvoʊk,1
involuntarily,,0
involuntary,ɪnvɑləntɛɹi,1
involve,ɪnvɑlv,1
involved,ɪnvɑlvd,1
involvement,ɪnvɑlvmənt,1
invulnerable,ɪnvʌlnɚəbəl,1
inward,ɪnwɚd,1
inwardly,ɪnwɚdli,1
iodide,aɪədaɪd,1
iodine,,0
ion,aɪɑn,1
ionic,aɪɑnɪk,1
ionization,aɪənəzeɪʃən,1
ionosphere,,0
iota,aɪoʊtə,1
irascible,,0
irate,aɪɹeɪt,1
ire,aɪɹ,1
iridescent,ɪɹədɛsənt,1
iridium,ɪɹɪdiəm,1
iris,,0
irk,ɝk,1
irksome,ɝksəm,1
iron,,0
ironclad,,0
ironic,aɪɹɑnɪk,1
ironically,,0
ironing,,0
ironwood,,0
irony,aɪɹəni,1
irradiate,ɪɹeɪdieɪt,1
irradiated,ɪɹeɪdieɪtɪd,1
irradiation,,0
irrational,ɪɹæʃənəl,1
irrationality,ɪɹæʃənæləti,1
irrationally,ɪɹæʃənəli,1
irreconcilable,ɪɹɛkənsaɪləbəl,1
irrefutable,ɪɹəfjutəbəl,1
irregardless,,0
irregular,ɪɹɛɡjəlɚ,1
irregularity,ɪɹɛɡjəlɛɹəti,1
irrelevancy,ɪɹɛləvənsi,1
irrelevant,ɪɹɛləvənt,1
irreparable,,0
irreparably,,0
irreplaceable,ɪɹəpleɪsəbəl,1
irrepressible,ɪɹəpɹɛsəbəl,1
irresistible,ɪɹɪzɪstəbəl,2
irresistibly,,0
irrespective,ɪɹəspɛktɪv,1
irresponsibility,ɪɹəspɑnsəbɪləti,1
irresponsible,ɪɹəspɑnsəbəl,1
irresponsibly,ɪɹəspɑnsəbli,1
irretrievably,ɪɹətɹivəbli,1
irreverence,ɪɹɛvɚəns,1
irreverent,ɪɹɛvɚənt,1
irreversible,,0
irreversibly,,0
irrevocable,ɪɹɛvəkəbəl,1
irrevocably,ɪɹɛvəkəbli,1
irrigate,ɪɹəɡeɪt,1
irrigation,ɪɹəɡeɪʃən,1
irritability,,0
irritable,ɪɹətəbəl,1
irritant,ɪɹətənt,1
irritate,ɪɹɪteɪt,3
irritated,,0
irritating,ɪɹəteɪtɪŋ,1
irritation,ɪɹɪteɪʃən,3
is,ɪz,2
ischemia,,0
ish,ɪʃ,1
island,aɪlənd,1
islander,aɪləndɚ,1
isle,aɪl,1
ism,ɪzəm,1
isolate,aɪsəleɪt,1
isolated,,0
isolation,aɪsəleɪʃən,1
isolationism,aɪsəleɪʃənɪzəm,1
isolationist,,0
isothermal,aɪsəθɝməl,1
isotonic,aɪsətɑnɪk,1
isotope,aɪsətoʊp,1
isotopic,,0
issuance,ɪʃuəns,1
issue,ɪʃu,1
isthmus,ɪsməs,3
it,ɪt,1
italic,,0
italics,,0
itch,ɪtʃ,1
itching,ɪtʃɪŋ,1
itchy,ɪtʃi,1
item,aɪtəm,1
itemize,aɪtəmaɪz,1
iteration,ɪtəɹeɪʃən,1
itinerant,aɪtɪnɚənt,1
itinerary,,0
its,ɪts,1
itself,ɪtsɛlf,1
ivory,aɪvɚi,1
ivy,aɪvi,1
jab,dʒæb,1
jack,dʒæk,1
jackal,dʒækəl,1
jackass,dʒækæs,1
jacked,dʒækt,1
jacket,,0
jackhammer,dʒækhæmɚ,1
jackpot,dʒækpɑt,1
jackrabbit,,0
jacks,dʒæks,1
jade,dʒeɪd,1
jaded,,0
jagged,,0
jaguar,dʒæɡwɑɹ,1
jail,dʒeɪl,1
jailer,dʒeɪlɚ,1
jalopy,dʒəlɑpi,1
jam,dʒæm,1
jamb,dʒæm,1
jammed,dʒæmd,1
jammer,dʒæmɚ,1
jangle,dʒæŋɡəl,1
janitor,dʒænətɚ,1
janitorial,dʒænɪtɔɹiəl,1
jar,dʒɑɹ,1
jargon,dʒɑɹɡən,1
jarring,dʒɑɹɪŋ,1
jasmine,,0
jaundice,,0
jaundiced,dʒɔndɪst,3
jaunt,dʒɔnt,2
jauntily,,0
jaunty,dʒɔnti,2
javelin,,0
jaw,dʒɔ,4
jawbone,dʒɔboʊn,2
jaws,dʒɔz,1
jay,dʒeɪ,1
jaywalk,dʒeɪwɔk,2
jaywalking,,0
jazz,dʒæz,1
jazzed,dʒæzd,1
jazzman,,0
jazzy,dʒæzi,1
jealous,dʒɛləs,1
jealously,dʒɛləsli,1
jealousy,dʒɛləsi,1
jeans,dʒinz,1
jeer,dʒɪɹ,1
jeering,,0
jeez,dʒiz,1
jell,dʒɛl,1
jellied,dʒɛlid,1
jelly,dʒɛli,1
jellyfish,dʒɛlifɪʃ,1
jeopardize,dʒɛpɚdaɪz,1
jerk,dʒɝk,1
jerky,dʒɝki,1
jeroboam,dʒɛɹəboʊəm,1
jersey,dʒɝzi,1
jest,dʒɛst,1
jester,dʒɛstɚ,1
jet,dʒɛt,1
jetliner,dʒɛtlaɪnɚ,1
jettison,,0
jetty,dʒɛti,1
jewel,dʒuəl,1
jeweler,dʒuəlɚ,1
jewelry,dʒuəlɹi,1
jib,dʒɪb,1
jibe,dʒaɪb,1
jiffy,dʒɪfi,1
jig,dʒɪɡ,1
jiggle,dʒɪɡəl,1
jigsaw,,0
jihad,,0
jillion,dʒɪljən,1
jilt,dʒɪlt,1
jilted,dʒɪltɪd,1
jimmy,dʒɪmi,1
jingle,dʒɪŋɡəl,1
jinx,dʒɪŋks,1
jitney,dʒɪtni,1
jitters,dʒɪtɚz,1
jittery,dʒɪtɚi,1
jive,dʒaɪv,1
job,dʒɑb,1
jobless,dʒɑbləs,1
jock,dʒɑk,1
jockey,dʒɑki,1
jocular,dʒɑkjəlɚ,1
joe,dʒoʊ,1
joey,dʒoʊi,1
jog,dʒɑɡ,1
jogger,dʒɑɡɚ,1
jogging,dʒɑɡɪŋ,1
john,dʒɑn,1
johnny,dʒɑni,1
join,dʒɔɪn,1
joiner,dʒɔɪnɚ,1
joinery,dʒɔɪnɚi,1
joint,dʒɔɪnt,1
jointed,,0
jointly,dʒɔɪntli,1
joist,dʒɔɪst,1
jojoba,,0
joke,dʒoʊk,1
joker,dʒoʊkɚ,1
jokester,dʒoʊkstɚ,1
jokingly,dʒoʊkɪŋli,1
jolly,dʒɑli,1
jolt,dʒoʊlt,1
josh,dʒɑʃ,1
jostle,dʒɑsəl,1
jostling,,0
jot,dʒɑt,1
joule,dʒul,1
journal,dʒɝnəl,1
journalism,dʒɝnəlɪzəm,1
journalist,,0
journalistic,dʒɝnəlɪstɪk,1
journalistically,dʒɝnəlɪstɪkəli,1
journey,dʒɝni,1
journeyman,,0
joust,dʒaʊst,1
jovial,dʒoʊviəl,1
jowl,dʒaʊl,1
jowls,,0
jowly,dʒaʊli,1
joy,dʒɔɪ,1
joyful,dʒɔɪfəl,1
joyfully,dʒɔɪfəli,1
joyous,dʒɔɪəs,1
joyride,dʒɔɪɹaɪd,1
joyriding,dʒɔɪɹaɪdɪŋ,1
joystick,dʒɔɪstɪk,1
jubilant,dʒubələnt,1
jubilation,dʒubəleɪʃən,1
jubilee,dʒubəli,1
judge,dʒʌdʒ,1
judgment,dʒʌdʒmənt,1
judgmental,,0
judicial,dʒudɪʃəl,1
judiciary,dʒudɪʃiɛɹi,1
judicious,dʒudɪʃəs,1
judiciously,,0
judo,dʒudoʊ,1
jug,dʒʌɡ,1
juggernaut,,0
juggle,dʒʌɡəl,1
juggler,,0
juggling,,0
jugular,,0
juice,dʒus,1
juices,dʒusəz,1
juicy,dʒusi,1
jujitsu,dʒudʒɪtsu,1
jujube,dʒudʒub,1
juke,dʒuk,1
jukebox,dʒukbɑks,1
julep,,0
jumble,dʒʌmbəl,1
jumbo,dʒʌmboʊ,1
jump,dʒʌmp,1
jumper,dʒʌmpɚ,1
jumpsuit,dʒʌmpsut,1
jumpy,dʒʌmpi,1
junction,dʒʌŋkʃən,1
juncture,dʒʌŋktʃɚ,1
jungle,dʒʌŋɡəl,1
junior,dʒunjɚ,1
juniper,dʒunəpɚ,1
junk,dʒʌŋk,1
junket,dʒʌŋkɪt,1
junkie,dʒʌŋki,1
junkyard,dʒʌŋkjɑɹd,1
junta,hʊntə,2
jurisdiction,,0
jurisdictional,,0
jurisprudence,,0
jurisprudential,,0
jurist,,0
juror,dʒʊɹɚ,1
jury,dʒʊɹi,1
jus,,0
just,dʒʌst,1
justice,,0
justifiable,dʒʌstəfaɪəbəl,1
justifiably,dʒʌstəfaɪəbli,1
justification,,0
justified,dʒʌstəfaɪd,1
justify,dʒʌstəfaɪ,1
justly,dʒʌstli,1
jut,dʒʌt,1
jute,dʒut,1
jutting,dʒʌtɪŋ,1
juvenile,dʒuvənəl,1
juxtapose,,0
juxtaposition,,0
kabuki,kəbuki,1
kale,keɪl,1
kaleidoscope,kəlaɪdəskoʊp,1
kamikaze,,0
kangaroo,,0
kanji,kændʒi,1
kappa,kæpə,1
karaoke,kɛɹioʊki,1
karat,kɛɹət,1
karate,,0
karma,kɑɹmə,1
karst,kɑɹst,1
kasha,kɑʃə,1
kayak,kaɪæk,1
kayaking,kaɪækɪŋ,1
kazoo,kəzu,1
kebab,kəbɑb,1
keel,kil,1
keen,kin,1
keenly,kinli,1
keep,kip,1
keeper,kipɚ,1
keeping,kipɪŋ,1
keepsake,kipseɪk,1
keg,kɛɡ,1
kelp,kɛlp,1
kelvin,kɛlvən,2
ken,kɛn,1
kennel,kɛnəl,1
kept,kɛpt,1
keratin,,0
keratoconus,kɛɹətəkoʊnəs,1
kerb,kɝb,1
kerchief,,0
kerfuffle,kɚfʌfəl,1
kernel,kɝnəl,1
kerosene,kɛɹəsin,1
ketch,kɛtʃ,1
ketchup,kɛtʃəp,2
ketone,kitoʊn,1
kettle,kɛtəl,1
key,ki,1
keyboard,kibɔɹd,1
keyhole,kihoʊl,1
keynote,kinoʊt,1
keypad,kipæd,1
keystone,kistoʊn,1
keystroke,kistɹoʊk,1
keyword,kiwɝd,1
khaki,kɑki,4
khakis,,0
kibble,kɪbəl,1
kibbutz,kɪbʊts,1
kick,kɪk,1
kickback,kɪkbæk,1
kicker,kɪkɚ,1
kickoff,kɪkɔf,3
kid,kɪd,1
kiddie,kɪdi,1
kidnap,kɪdnæp,1
kidnapper,kɪdnæpɚ,1
kidnapping,kɪdnæpɪŋ,1
kidney,kɪdni,1
kielbasa,kilbɑsə,1
kill,kɪl,1
killer,kɪlɚ,1
killing,kɪlɪŋ,1
killjoy,kɪldʒɔɪ,1
kiln,kɪln,1
kilo,,0
kilobyte,,0
kilogram,kɪləɡɹæm,1
kilometer,,0
kilometre,,0
kilowatt,kɪləwɑt,1
kilt,kɪlt,1
kimchi,kɪmtʃi,1
kimono,kəmoʊnə,2
kin,kɪn,1
kind,kaɪnd,1
kinda,,0
kindergarten,kɪndɚɡɑɹtən,1
kindle,kɪndəl,1
kindling,kɪndlɪŋ,1
kindly,kaɪndli,1
kindness,kaɪndnəs,1
kindred,kɪndɹɪd,2
kinesiology,,0
kinetic,kənɛtɪk,2
kinetics,,0
king,kɪŋ,1
kingdom,kɪŋdəm,1
kingfisher,kɪŋfɪʃɚ,1
kingly,kɪŋli,1
kingmaker,kɪŋmeɪkɚ,1
kingpin,kɪŋpɪn,1
kingship,kɪŋʃɪp,1
kinky,kɪŋki,1
kinship,kɪnʃɪp,1
kinsman,,0
kiosk,,0
kip,kɪp,1
kipper,kɪpɚ,1
kirk,kɝk,1
kirsch,,0
kismet,,0
kiss,kɪs,1
kisser,kɪsɚ,1
kit,kɪt,1
kitchen,kɪtʃən,1
kitchenette,kɪtʃənɛt,1
kitchenware,,0
kite,kaɪt,1
kitsch,kɪtʃ,1
kittel,kɪtəl,1
kitten,kɪtən,1
kitty,kɪti,1
kiwi,kiwi,1
kleptomaniac,,0
klutz,klʌts,1
knack,næk,1
knapsack,næpsæk,1
knave,neɪv,1
knead,nid,1
knee,ni,1
kneecap,nikæp,1
kneel,nil,1
knell,nɛl,1
knew,nu,1
knickerbockers,nɪkɚbɑkɚz,1
knickers,nɪkɚz,1
knickknack,nɪknæk,1
knife,naɪf,1
knight,naɪt,1
knighthood,naɪthʊd,1
knightly,naɪtli,1
knit,nɪt,1
knitted,,0
knitter,nɪtɚ,1
knitting,nɪtɪŋ,2
knob,nɑb,1
knobby,nɑbi,1
knock,nɑk,1
knockdown,nɑkdaʊn,1
knockoff,nɑkɔf,1
knockout,nɑkaʊt,1
knoll,noʊl,1
knot,nɑt,1
knotted,nɑtɪd,1
knotty,nɑti,1
know,noʊ,1
knowing,noʊɪŋ,1
knowingly,noʊɪŋli,1
knowledge,,0
knowledgeable,,0
known,noʊn,1
knuckle,nʌkəl,1
koala,koʊɑlə,1
kook,kuk,1
kooky,kuki,1
kosher,koʊʃɚ,1
kowtow,kaʊtaʊ,1
kraut,kɹaʊt,1
krill,kɹɪl,1
krone,kɹoʊnə,1
krypton,,0
kryptonite,,0
kudos,,0
kudzu,,0
kugel,kuɡəl,1
kumquat,kʌmkwɑt,1
kvetch,kvɛtʃ,1
l,ɛl,1
la,lɑ,1
lab,læb,1
label,leɪbəl,1
labelled,leɪbəld,1
labor,leɪbɚ,1
laboratory,læbɹətɔɹi,1
labored,leɪbɚd,1
laborer,leɪbɚɚ,1
laborious,ləbɔɹiəs,1
laboriously,ləbɔɹiəsli,1
labour,leɪbɚ,1
labs,,0
labyrinth,,0
labyrinthine,,0
lace,leɪs,1
lacerate,,0
laceration,,0
lack,læk,1
lackadaisical,lækədeɪzɪkəl,1
lackey,læki,1
lackluster,,0
laconic,,0
lacquer,lækɚ,1
lacrosse,ləkɹɔs,2
lactate,lækteɪt,1
lactation,lækteɪʃən,1
lactic,læktɪk,1
lactose,læktoʊs,1
lacy,leɪsi,1
lad,læd,1
ladder,lædɚ,1
laden,leɪdən,1
ladle,leɪdəl,1
lady,leɪdi,1
ladybird,leɪdibɝd,1
ladybug,,0
ladylike,leɪdilaɪk,1
lag,læɡ,1
lager,lɑɡɚ,1
laggard,læɡɚd,1
lagging,læɡɪŋ,1
lagoon,ləɡun,1
laid,leɪd,1
lain,leɪn,1
lair,lɛɹ,1
laird,lɛɹd,1
lake,leɪk,1
lakeside,leɪksaɪd,1
lama,lɑmə,1
lamb,læm,1
lambda,læmdə,1
lame,leɪm,1
lamely,leɪmli,1
lament,ləmɛnt,1
lamentable,ləmɛntəbəl,1
lamented,ləmɛntɪd,1
lamina,læmənə,1
laminate,læmənət,1
laminated,,0
lamp,læmp,1
lampoon,læmpun,1
lamppost,læmppoʊst,1
lanai,lənaɪ,1
lance,læns,1
lancer,lænsɚ,1
lancet,,0
land,lænd,1
landed,,0
lander,lændɚ,1
landfall,lændfɔl,2
landfill,lændfɪl,1
landing,lændɪŋ,1
landlady,lændleɪdi,1
landlocked,lændlɑkt,1
landlord,lændlɔɹd,1
landmark,lændmɑɹk,1
landmass,lændmæs,1
landmine,lændmaɪn,1
landowner,lændoʊnɚ,1
landscape,lændskeɪp,1
landslide,lændslaɪd,1
lane,leɪn,1
language,,0
languid,,0
languish,læŋɡwɪʃ,1
lank,læŋk,1
lanky,læŋki,1
lanolin,,0
lantern,læntɚn,1
lanyard,lænjɚd,1
lap,læp,1
laparoscopy,,0
lapdog,,0
lapel,ləpɛl,1
lapse,læps,1
lapsed,læpst,1
laptop,læptɑp,1
larcenous,lɑɹsənəs,1
larceny,lɑɹsəni,1
larch,lɑɹtʃ,1
lard,lɑɹd,1
larder,lɑɹdɚ,1
large,lɑɹdʒ,1
largely,lɑɹdʒli,1
largesse,,0
lariat,lɛɹiət,1
lark,lɑɹk,1
larkspur,lɑɹkspɚ,1
larva,lɑɹvə,1
larval,lɑɹvəl,1
laryngeal,,0
laryngitis,,0
laryngoscope,,0
laryngoscopy,,0
larynx,lɛɹɪŋks,1
lasagna,,0
lascivious,ləsɪviəs,1
laser,leɪzɚ,1
lash,læʃ,1
lashing,læʃɪŋ,1
lass,læs,1
lasso,læsoʊ,1
last,læst,1
lasting,læstɪŋ,1
lastly,læstli,1
lat,,0
latch,lætʃ,1
late,leɪt,1
latecomer,,0
lately,leɪtli,1
latency,leɪtənsi,1
lateness,leɪtnəs,1
latent,leɪtənt,1
later,leɪtɚ,1
lateral,lætɚəl,1
latest,,0
latex,leɪtɛks,1
lath,læθ,1
lathe,leɪð,1
lather,læðɚ,1
latitude,lætətud,1
latrine,lətɹin,1
latte,lɑteɪ,1
latter,lætɚ,1
lattice,,0
laud,lɔd,2
laudable,,0
laugh,læf,1
laughable,læfəbəl,1
laughingly,læfɪŋli,1
laughingstock,læfɪŋstɑk,1
laughter,læftɚ,1
launch,lɔntʃ,4
launcher,,0
launder,,0
launderer,,0
laundry,lɔndɹi,3
laureate,lɔɹiət,1
laurel,lɔɹəl,1
lava,lɑvə,1
lavatory,lævətɔɹi,1
lavender,,0
laver,leɪvɚ,1
lavish,lævɪʃ,1
lavishly,lævɪʃli,1
law,lɔ,6
lawbreaker,,0
lawful,lɔfəl,2
lawfully,,0
lawless,lɔləs,2
lawlessness,,0
lawmaker,,0
lawn,lɔn,2
lawnmower,,0
lawsuit,lɔsut,2
lawyer,,0
lax,læks,1
laxative,læksətɪv,1
laxity,læksəti,1
lay,leɪ,1
layaway,leɪəweɪ,1
layer,leɪɚ,1
layered,leɪɚd,1
layman,leɪmən,1
layoff,,0
layout,leɪaʊt,1
layover,leɪoʊvɚ,1
laziness,leɪzinəs,1
lazy,leɪzi,1
leach,litʃ,1
lead,,0
leaded,lɛdɪd,1
leaden,lɛdən,1
leader,lidɚ,1
leaderless,lidɚləs,1
leadership,lidɚʃɪp,1
leading,lidɪŋ,1
leaf,lif,1
leaflet,liflət,1
leafy,lifi,1
league,liɡ,1
leak,lik,1
leakage,,0
leaker,likɚ,1
leaky,liki,1
lean,lin,1
leaning,linɪŋ,1
leap,lip,1
leapfrog,lipfɹɔɡ,2
learn,lɝn,1
learned,,0
learner,lɝnɚ,1
learning,lɝnɪŋ,1
lease,lis,1
leash,liʃ,1
least,list,1
leather,lɛðɚ,1
leathery,lɛðɚi,1
leave,liv,1
leavening,lɛvənɪŋ,1
leaves,livz,1
leavings,livɪŋz,1
lech,,0
lecher,lɛtʃɚ,1
lecherous,lɛtʃɚəs,1
lecithin,,0
lectern,lɛktɝn,1
lecture,lɛktʃɚ,1
lecturer,lɛktʃɚɚ,1
led,lɛd,1
ledge,lɛdʒ,1
ledger,lɛdʒɚ,1
lee,li,1
leech,litʃ,1
leek,lik,1
leery,lɪɹi,1
leeward,liwɚd,1
leeway,liweɪ,1
left,lɛft,1
leftist,lɛftɪst,1
leftover,lɛftoʊvɚ,1
lefty,lɛfti,1
leg,lɛɡ,1
legacy,lɛɡəsi,1
legal,liɡəl,1
legalese,,0
legalistic,,0
legality,liɡæləti,1
legalization,liɡələzeɪʃən,1
legalize,liɡəlaɪz,1
legally,liɡəli,1
legato,,0
legend,lɛdʒənd,1
legendary,lɛdʒəndɛɹi,3
legerdemain,lɛdʒɚdəmeɪn,1
leggings,lɛɡɪŋz,1
leggy,lɛɡi,1
legible,lɛdʒəbəl,1
legion,lidʒən,1
legislate,,0
legislation,lɛdʒəsleɪʃən,1
legislative,lɛdʒəsleɪtɪv,2
legislator,lɛdʒəsleɪtɚ,1
legislature,,0
legit,,0
legitimacy,lədʒɪtəməsi,1
legitimate,lədʒɪtəmət,1
legitimately,lədʒɪtəmətli,1
legitimize,lədʒɪtəmaɪz,1
legless,lɛɡləs,1
legroom,,0
legwork,lɛɡwɝk,1
lei,,0
leisure,,0
leisurely,,0
lemma,lɛmə,1
lemming,lɛmɪŋ,1
lemon,lɛmən,1
lemonade,lɛməneɪd,1
lemur,limɚ,1
lend,lɛnd,1
lender,lɛndɚ,1
length,lɛŋkθ,8
lengthen,lɛŋθən,1
lengthwise,,0
lengthy,lɛŋθi,1
leniency,,0
lenient,liniənt,1
leniently,,0
lens,lɛnz,1
lent,lɛnt,1
lentil,lɛntəl,1
leopard,lɛpɚd,1
leotard,liətɑɹd,1
leper,lɛpɚ,1
leprechaun,,0
leprosy,lɛpɹəsi,1
