Word,Possible Pronunciations
indians,ɪndiənz
indicated,ɪndəkeɪtəd
indicates,ɪndɪkeɪts
indicating,ɪndəkeɪtɪŋ
indications,ɪndəkeɪʃənz
indicators,ɪndəkeɪtɝz ɪndəkeɪtɚz
indicted,ɪndaɪtɪd
indicting,ɪndaɪtɪŋ
indictments,ɪndaɪtmənts
indies,ɪndiz
indigents,ɪndɪdʒənts
indignities,ɪndɪɡnətiz
indiscretions,ɪndɪskɹɛʃənz
indite,ɪndaɪt
individualists,ɪndəvɪdʒuəlɪsts
individualize,ɪndɪvɪdʒuəlaɪz
individuals,ɪndəvɪdʒəwəlz
indochina,ɪndoʊtʃaɪnə
indoctrinated,ɪndɑktɹəneɪtɪd ɪndɒktɹəneɪtɪd
indonesia,ɪndoʊniʒə
indonesian,ɪndoʊniʒən
induced,ɪndust
inducements,ɪndusmənts
induces,ɪndusɪz
inducing,ɪndusɪŋ
inducted,ɪndʌktɪd
inductee,ɪndʌkti
inductor,ɪndʌktɝ ɪndʌktɚ
indulged,ɪndʌldʒd
indulgences,ɪndʌldʒənsɪz
indulges,ɪndʌldʒɪz
indulging,ɪndʌldʒɪŋ
indus,ɪndəs
industrialists,ɪndʌstɹiəlɪsts
industrials,ɪndʌstɹiəlz
industries,ɪndəstɹiz
indy,ɪndi
inebriates,ɪnɛbɹieɪts
ineffectiveness,ɪnəfɛktɪvnəs
ineptness,ɪnɛptnɪs
inequalities,ɪnəkwɑlɪtiz ɪnəkwɒlɪtiz
inequities,ɪnɛkwətiz
inertness,ɪnɝtnəs ɪnɚtnəs
infantrymen,ɪnfæntɹimən
infants,ɪnfənts
infatuates,ɪnfætʃueɪts
infecting,ɪnfɛktɪŋ
infections,ɪnfɛkʃənz
infects,ɪnfɛkts
inferences,ɪnfɝɛnsɪz ɪnfɚɛnsɪz
inferred,ɪnfɝd ɪnfɚd
inferring,ɪnfɝɪŋ ɪnfɚɪŋ
infers,ɪnfɝz ɪnfɚz
infestations,ɪnfɛsteɪʃənz
infested,ɪnfɛstɪd
infests,ɪnfɛsts
infidelities,ɪnfɪdɛlɪtiz
infidels,ɪnfɪdɛlz
infielders,ɪnfildɝz ɪnfildɚz
infiltrated,ɪnfɪltɹeɪtɪd
infiltrating,ɪnfɪltɹeɪtɪŋ
infiltrators,ɪnfɪltɹeɪtɝz ɪnfɪltɹeɪtɚz
infinitum,ɪnfɪnɪtəm
infirmities,ɪnfɝmɪtiz ɪnfɚmɪtiz
inflames,ɪnfleɪmz
inflaming,ɪnfleɪmɪŋ
inflates,ɪnfleɪts
inflating,ɪnfleɪtɪŋ
inflections,ɪnflɛkʃənz
inflicted,ɪnflɪktɪd
inflicting,ɪnflɪktɪŋ
inflicts,ɪnflɪkts
influenced,ɪnfluənst
influences,ɪnfluənsɪz
influencing,ɪnfluənsɪŋ
infomercials,ɪnfoʊmɝʃəlz ɪnfoʊmɚʃəlz
informants,ɪnfɔɹmənts
informers,ɪnfɔɹmɝz ɪnfɔɹmɚz
informing,ɪnfɔɹmɪŋ
informs,ɪnfɔɹmz
infra,ɪnfɹə
infractions,ɪnfɹækʃənz
infrastructures,ɪnfɹəstɹʌktʃɝz ɪnfɹəstɹʌktʃɚz
infringed,ɪnfɹɪndʒd
infringes,ɪnfɹɪndʒɪz
infringing,ɪnfɹɪndʒɪŋ
infuriated,ɪnfjʊɹieɪtɪd
infuriates,ɪnfjʊɹieɪts
infused,ɪnfjuzd
infuses,ɪnfjuzɪz
infusing,ɪnfjuzɪŋ
infusions,ɪnfjuʒənz
ing,ɪŋ
ingenue,ɪndʒɛnju
ingested,ɪndʒɛstəd
ingesting,ɪndʒɛstɪŋ
ingle,ɪŋɡəl
ingles,ɪŋɡəlz
ingots,ɪŋɡəts
ingredients,ɪnɡɹidiənts
inhabitants,ɪnhæbɪtənts
inhabited,ɪnhæbətəd
inhabiting,ɪnhæbɪtɪŋ
inhabits,ɪnhæbɪts
inhaled,ɪnheɪld
inhalers,ɪnheɪlɝz ɪnheɪlɚz
inhaling,ɪnheɪlɪŋ
inherited,ɪnhɛɹətɪd
inheriting,ɪnhɛɹətɪŋ
inherits,ɪnhɛɹəts
inhibiting,ɪnhɪbətɪŋ
inhibitions,ɪnhəbɪʃənz
inhibitors,ɪnhɪbətɝz ɪnhɪbətɚz
inhibits,ɪnhɪbəts
initialed,ɪnɪʃəld
initialing,ɪnɪʃəlɪŋ
initialized,ɪnɪʃəlaɪzd
initials,ɪnɪʃəlz
initiated,ɪnɪʃieɪtəd
initiates,ɪnɪʃiəts
initiating,ɪnɪʃieɪtɪŋ
initiatives,ɪnɪʃətɪvz
injected,ɪndʒɛktəd
injecting,ɪndʒɛktɪŋ
injections,ɪndʒɛkʃənz
injector,ɪndʒɛktɝ ɪndʒɛktɚ
injectors,ɪndʒɛktɝz ɪndʒɛktɚz
injects,ɪndʒɛkts
injunctions,ɪndʒʌŋkʃənz
injunctive,ɪndʒʌŋktɪv
injures,ɪndʒɝz ɪndʒɚz
injuries,ɪndʒɝiz ɪndʒɚiz
injuring,ɪndʒɝɪŋ ɪndʒɚɪŋ
injustices,ɪndʒʌstəsɪz
inks,ɪŋks
inlets,ɪnlɛts
inmates,ɪnmeɪts
innocents,ɪnəsənts
innoculation,ɪnɔkjəleɪʃən
innovated,ɪnəveɪtɪd
innovates,ɪnəveɪts
innovating,ɪnəveɪtɪŋ
innovations,ɪnəveɪʃənz
innovators,ɪnəveɪtɝz ɪnəveɪtɚz
inns,ɪnz
innuendoes,ɪnjuɛndoʊz
innuendos,ɪnjuɛndoʊz
inoculated,ɪnɑkjəleɪtɪd ɪnɒkjəleɪtɪd
inoculations,ɪnɑkjəleɪʃənz ɪnɒkjəleɪʃənz
inputs,ɪnpʊts
inquired,ɪnkwaɪɝd ɪnkwaɪɚd
inquires,ɪnkwaɪɝz ɪnkwaɪɚz
inquiries,ɪnkwaɪɝiz ɪnkwaɪɚiz
ins,ɪnz
inscribed,ɪnskɹaɪbd
inscribing,ɪnskɹaɪbɪŋ
inscriptions,ɪnskɹɪpʃənz
insecticides,ɪnsɛktəsaɪdz
insects,ɪnsɛkts
insecurities,ɪnsəkjʊɹɪtiz
inserted,ɪnsɝtəd ɪnsɚtəd
inserting,ɪnsɝtɪŋ ɪnsɚtɪŋ
inserts,ɪnsɝts ɪnsɚts
insiders,ɪnsaɪdɝz ɪnsaɪdɚz
insides,ɪnsaɪdz
insights,ɪnsaɪts
insinuated,ɪnsɪnjueɪtɪd
insinuates,ɪnsɪnjueɪts
insinuations,ɪnsɪnjueɪʃənz
insisted,ɪnsɪstəd
insisting,ɪnsɪstɪŋ
insists,ɪnsɪsts
insofar,ɪnsəfɑɹ ɪnsəfɒɹ
inspected,ɪnspɛktɪd
inspecting,ɪnspɛktɪŋ
inspections,ɪnspɛkʃənz
inspectors,ɪnspɛktɝz ɪnspɛktɚz
inspects,ɪnspɛkts
inspirations,ɪnspɝeɪʃənz ɪnspɚeɪʃənz
inspires,ɪnspaɪɹz
instabilities,ɪnstəbɪlɪtiz
installations,ɪnstəleɪʃənz
installed,ɪnstɔld
installers,ɪnstɔlɝz ɪnstɔlɚz
installing,ɪnstɔlɪŋ
installments,ɪnstɔlmənts
installs,ɪnstɔlz
instances,ɪnstənsəz
instigated,ɪnstəɡeɪtɪd
instigates,ɪnstəɡeɪts
instigating,ɪnstəɡeɪtɪŋ
instigators,ɪnstəɡeɪtɝz ɪnstəɡeɪtɚz
instilled,ɪnstɪld
instilling,ɪnstɪlɪŋ
instills,ɪnstɪlz
instincts,ɪnstɪŋkts
instituted,ɪnstɪtutɪd
institutes,ɪnstɪtuts
instituting,ɪnstɪtutɪŋ
institutionalizing,ɪnstɪtuʃənəlaɪzɪŋ
institutions,ɪnstɪtuʃənz
instructed,ɪnstɹʌktəd
instructing,ɪnstɹʌktɪŋ
instructors,ɪnstɹʌktɝz ɪnstɹʌktɚz
instructs,ɪnstɹʌkts
instrumentalists,ɪnstɹəmɛntəlɪsts
instrumentals,ɪnstɹəmɛntəlz
instruments,ɪnstɹəmənts
insulated,ɪnsəleɪtəd
insulating,ɪnsəleɪtɪŋ
insulted,ɪnsʌltɪd
insults,ɪnsʌlts
insurances,ɪnʃʊɹənsɪz
insurers,ɪnʃʊɹɝz ɪnʃʊɹɚz
insures,ɪnʃʊɹz
insurgents,ɪnsɝdʒənts ɪnsɚdʒənts
insuring,ɪnʃʊɹɪŋ
intaglio,ɪntæljoʊ
intangibles,ɪntændʒəbəlz
integers,ɪntədʒɝz ɪntədʒɚz
integrates,ɪntəɡɹeɪts
integrating,ɪntəɡɹeɪtɪŋ
integrator,ɪntəɡɹeɪtɝ ɪntəɡɹeɪtɚ
intellects,ɪntəlɛkts
intellectuals,ɪntəlɛktʃuəlz
intelligentsia,ɪntɛlədʒɛntsiə
intending,ɪntɛndɪŋ
intends,ɪntɛndz
intensified,ɪntɛnsɪfaɪd
intensifies,ɪntɛnsɪfaɪz
intensifying,ɪntɛnsɪfaɪɪŋ
intentioned,ɪntɛntʃənd
intentions,ɪntɛntʃənz
intents,ɪntɛnts
interacted,ɪntɝæktəd ɪntɚæktəd
interacting,ɪntɝæktɪŋ ɪntɚæktɪŋ
interactions,ɪntɝækʃənz ɪntɚækʃənz
interacts,ɪntɝækts ɪntɚækts
interbred,ɪntɝbɹɛd ɪntɚbɹɛd
interceded,ɪntɝsidɪd ɪntɚsidɪd
interceding,ɪntɝsidɪŋ ɪntɚsidɪŋ
intercepted,ɪntɝsɛptəd ɪntɚsɛptəd
intercepting,ɪntɝsɛptɪŋ ɪntɚsɛptɪŋ
interceptions,ɪntɝsɛpʃənz ɪntɚsɛpʃənz
interceptors,ɪntɝsɛptɝz ɪntɝsɛptɚz ɪntɚsɛptɝz ɪntɚsɛptɚz
intercepts,ɪntɝsɛpts ɪntɚsɛpts
interests,ɪntɹəsts
interfaces,ɪntɝfeɪsɪz ɪntɚfeɪsɪz
interfered,ɪntɝfɪɹd ɪntɚfɪɹd
interferes,ɪntɝfɪɹz ɪntɚfɪɹz
interiors,ɪntɪɹiɝz ɪntɪɹiɚz
interjections,ɪntɝdʒɛkʃənz ɪntɚdʒɛkʃənz
interlaced,ɪntɝleɪst ɪntɚleɪst
interlocked,ɪntɝlɑkd ɪntɝlɒkd ɪntɚlɑkd ɪntɚlɒkd
interludes,ɪntɝludz ɪntɚludz
intermediaries,ɪntɝmidiɛɹiz ɪntɚmidiɛɹiz
intermediates,ɪntɝmidiəts ɪntɚmidiəts
intermingled,ɪntɝmɪŋɡəld ɪntɚmɪŋɡəld
intermingling,ɪntɝmɪŋɡəlɪŋ ɪntɚmɪŋɡəlɪŋ
intermissions,ɪntɝmɪʃənz ɪntɚmɪʃənz
internationals,ɪntɝnæʃənəlz ɪntɚnæʃənəlz
interned,ɪntɝnd ɪntɚnd
internees,ɪntɝniz ɪntɚniz
interns,ɪntɝnz ɪntɚnz
internships,ɪntɝnʃɪps ɪntɚnʃɪps
interpol,ɪntɝpoʊl ɪntɚpoʊl
interpretations,ɪntɝpɹɪteɪʃənz ɪntɚpɹɪteɪʃənz
interpreted,ɪntɝpɹətəd ɪntɚpɹətəd
interpreters,ɪntɝpɹətɝz ɪntɝpɹətɚz ɪntɚpɹətɝz ɪntɚpɹətɚz
interpreting,ɪntɝpɹɛtɪŋ ɪntɚpɹɛtɪŋ
interprets,ɪntɝpɹəts ɪntɚpɹəts
interred,ɪntɝd ɪntɚd
interrogated,ɪntɛɹəɡeɪtɪd
interrogating,ɪntɛɹəɡeɪtɪŋ
interrogations,ɪntɛɹəɡeɪʃənz
interrogatories,ɪntɛɹɑɡətɔɹiz ɪntɛɹɒɡətɔɹiz
interrogators,ɪntɛɹəɡeɪtɝz ɪntɛɹəɡeɪtɚz
interrogatory,ɪntɛɹɑɡətɔɹi ɪntɛɹɒɡətɔɹi
interrupted,ɪntɝʌptɪd ɪntɚʌptɪd
interrupting,ɪntɝʌptɪŋ ɪntɚʌptɪŋ
interruptions,ɪntɝʌpʃənz ɪntɚʌpʃənz
interrupts,ɪntɝʌpts ɪntɚʌpts
intersected,ɪntɝsɛktɪd ɪntɚsɛktɪd
intersecting,ɪntɝsɛktɪŋ ɪntɚsɛktɪŋ
intersections,ɪntɝsɛkʃənz ɪntɚsɛkʃənz
intersects,ɪntɝsɛkts ɪntɚsɛkts
interspersed,ɪntɝspɝst ɪntɝspɚst ɪntɚspɝst ɪntɚspɚst
interstates,ɪntɝsteɪts ɪntɚsteɪts
intertwining,ɪntɝtwaɪnɪŋ ɪntɚtwaɪnɪŋ
intervals,ɪntɝvəlz ɪntɚvəlz
intervened,ɪntɝvind ɪntɚvind
intervenes,ɪntɝvinz ɪntɚvinz
intervenor,ɪntɝvinɝ ɪntɝvinɚ ɪntɚvinɝ ɪntɚvinɚ
interventionists,ɪntɝvɛnʃənɪsts ɪntɚvɛnʃənɪsts
interventions,ɪntɝvɛnʃənz ɪntɚvɛnʃənz
interviewed,ɪntɝvjud ɪntɚvjud
interviewees,ɪntɝvjuiz ɪntɚvjuiz
interviewers,ɪntɝvjuɝz ɪntɝvjuɚz ɪntɚvjuɝz ɪntɚvjuɚz
interviewing,ɪntɝvjuɪŋ ɪntɚvjuɪŋ
interviews,ɪntɝvjuz ɪntɚvjuz
interwoven,ɪntɝwoʊvən ɪntɚwoʊvən
intimated,ɪntɪmeɪtɪd
intimates,ɪntɪməts
intimations,ɪntɪmeɪʃənz
intimidates,ɪntɪmɪdeɪts
intonations,ɪntəneɪʃənz
intoned,ɪntoʊnd
intoxicates,ɪntɑksəkeɪts ɪntɒksəkeɪts
intraparty,ɪntɹəpɑɹti ɪntɹəpɒɹti
intrastate,ɪntɹəsteɪt
intricacies,ɪntɹəkəsiz
intrigued,ɪntɹiɡd
intrigues,ɪntɹiɡz
introduced,ɪntɹədust
introduces,ɪntɹədusɪz
introducing,ɪntɹədusɪŋ
introductions,ɪntɹədʌkʃənz
intros,ɪntɹoʊz
intruded,ɪntɹudəd
intruders,ɪntɹudɝz ɪntɹudɚz
intrudes,ɪntɹudz
intruding,ɪntɹudɪŋ
intrusions,ɪntɹuʒənz
inundated,ɪnəndeɪtɪd
inundating,ɪnəndeɪtɪŋ
inure,ɪnjʊɹ
inured,ɪnjʊɹd
invaded,ɪnveɪdəd
invaders,ɪnveɪdɝz ɪnveɪdɚz
invades,ɪnveɪdz
invading,ɪnveɪdɪŋ
invalidated,ɪnvælədeɪtəd
invalids,ɪnvələdz
invariance,ɪnvɛɹiəns
invasions,ɪnveɪʒənz
invented,ɪnvɛntəd
inventing,ɪnvɛntɪŋ
inventions,ɪnvɛnʃənz
inventoried,ɪnvəntɔɹid
inventories,ɪnvəntɔɹiz
inventors,ɪnvɛntɝz ɪnvɛntɚz
invents,ɪnvɛnts
inverness,ɪnvɝnɛs ɪnvɚnɛs
invertebrates,ɪnvɝtəbɹəts ɪnvɚtəbɹəts
invested,ɪnvɛstəd
investigated,ɪnvɛstəɡeɪtəd
investigates,ɪnvɛstəɡeɪts
investigating,ɪnvɛstəɡeɪtɪŋ
investigations,ɪnvɛstəɡeɪʃənz
investigators,ɪnvɛstəɡeɪtɝz ɪnvɛstəɡeɪtɚz
investing,ɪnvɛstɪŋ
investments,ɪnvɛstmənts
investors,ɪnvɛstɝz ɪnvɛstɚz
invests,ɪnvɛsts
invigorated,ɪnvɪɡɝeɪtɪd ɪnvɪɡɚeɪtɪd
invitations,ɪnvɪteɪʃənz
invited,ɪnvaɪtəd
invitees,ɪnvaɪtiz
invites,ɪnvaɪts
invoices,ɪnvɔɪsɪz
invoked,ɪnvoʊkt
invokes,ɪnvoʊks
invoking,ɪnvoʊkɪŋ
involvements,ɪnvɑlvmənts ɪnvɒlvmənts
involves,ɪnvɑlvz ɪnvɒlvz
involving,ɪnvɑlvɪŋ ɪnvɒlvɪŋ
io,aɪoʊ
ions,aɪɑnz aɪɒnz
iou,aɪoʊju
iowa,aɪəwə
iq,aɪkju
ira,aɪɹə
iran,ɪɹɑn ɪɹɒn
iranian,ɪɹɑniən ɪɹɒniən
iranians,aɪɹeɪniənz
iraq,ɪɹɑk ɪɹɒk
iraqi,ɪɹæki
ireland,aɪɝlənd aɪɚlənd
irene,aɪɹin
irises,aɪɹəsɪz
irish,aɪɹɪʃ
irishman,aɪɹɪʃmən
irked,ɝkt ɚkt
irks,ɝks ɚks
ironed,aɪɝnd aɪɚnd
ironical,aɪɹɑnɪkəl aɪɹɒnɪkəl
ironies,aɪɹəniz
irons,aɪɝnz aɪɚnz
ironside,aɪɝnsaɪd aɪɚnsaɪd
ironsides,aɪɝnsaɪdz aɪɚnsaɪdz
iroquois,ɪɹəkwɔɪ
irregularities,ɪɹɛɡjəlɛɹətiz
irregulars,ɪɹɛɡjəlɝz ɪɹɛɡjəlɚz
irrigated,ɪɹəɡeɪtɪd
irritants,ɪɹətənts
irritates,ɪɹɪteɪts
irritations,ɪɹɪteɪʃənz
irs,aɪɑɹɛs aɪɒɹɛs
isaac,aɪzək
isabel,ɪzəbɛl
isabella,ɪzəbɛlə
isaiah,aɪzeɪə
iscariot,ɪskɛɹiət
ise,aɪz
ishmael,ɪʃmil
isis,aɪsəs
islam,ɪslɑm ɪslɒm
islamic,ɪzlɑmɪk ɪzlɒmɪk
islanders,aɪləndɝz aɪləndɚz
islands,aɪləndz
isles,aɪlz
isms,ɪzəmz
isocyanate,aɪsəsaɪəneɪt
isolates,aɪsəleɪts
isolating,aɪsəleɪtɪŋ
isolationists,aɪsəleɪʃənɪsts
isolde,ɪsoʊldə
isosceles,aɪsɔsəliz
isotopes,aɪsətoʊps
israel,ɪzɹiəl
israeli,ɪzɹeɪli
israelis,ɪzɹeɪliz
issued,ɪʃud
issues,ɪʃuz
issuing,ɪʃuɪŋ
istanbul,ɪstɑnbul ɪstɒnbul
ita,aɪtə
italian,ɪtæljən
italians,ɪtæljənz
italy,ɪtəli
itches,ɪtʃəz
itemized,aɪtəmaɪzd
itemizing,aɪtəmaɪzɪŋ
items,aɪtəmz
iterations,ɪtəɹeɪʃənz
itineraries,aɪtɪnɝɛɹiz aɪtɪnɚɛɹiz
itsy,ɪtsi
iva,ivə
j,dʒeɪ
ja,jɑ jɒ
jabbed,dʒæbd
jabbing,dʒæbɪŋ
jabs,dʒæbz
jacketed,dʒækətɪd
jackets,dʒækɪts
jackhammers,dʒækhæmɝz dʒækhæmɚz
jackie,dʒæki
jacking,dʒækɪŋ
jackman,dʒækmən
jacko,dʒækoʊ
jackpots,dʒækpɑts dʒækpɒts
jackson,dʒæksən
jacksonian,dʒæksoʊniən
jacksonville,dʒæksənvɪl
jacky,dʒæki
jacob,dʒeɪkəb
jacobean,dʒækəbiən
jacoby,dʒəkoʊbi
jacqueline,dʒækwəlɪn
jaeger,dʒɛɡɝ dʒɛɡɚ
jager,dʒeɪɡɝ dʒeɪɡɚ
jagger,dʒæɡɝ dʒæɡɚ
jags,dʒæɡz
jaguars,dʒæɡwɑɹz dʒæɡwɒɹz
jai,dʒaɪ
jailed,dʒeɪld
jailers,dʒeɪlɝz dʒeɪlɚz
jailhouse,dʒeɪlhaʊs
jailing,dʒeɪlɪŋ
jails,dʒeɪlz
jain,dʒaɪn
jakarta,dʒəkɑɹtə dʒəkɒɹtə
jake,dʒeɪk
jakes,dʒeɪks
jalapeno,hæləpinjoʊ
jalapenos,hæləpinjoʊz
jama,dʒæmə
jamaica,dʒəmeɪkə
jamaican,dʒəmeɪkən
jamaicans,dʒəmeɪkənz
james,dʒeɪmz
jameson,dʒeɪmsən
jamestown,dʒeɪmztaʊn
jammers,dʒæmɝz dʒæmɚz
jamming,dʒæmɪŋ
jams,dʒæmz
jane,dʒeɪn
janeiro,dʒənɛɹoʊ
janes,dʒeɪnz
janet,dʒænət
jangled,dʒæŋɡəld
janitors,dʒænətɝz dʒænətɚz
jann,dʒæn
jansenist,dʒænsənɪst
january,dʒænjuɛɹi
janus,dʒeɪnəs
jap,dʒæp
japan,dʒəpæn
japanese,dʒæpəniz
japans,dʒəpænz
jara,dʒɑɹə dʒɒɹə
jardin,dʒɑɹdɪn dʒɒɹdɪn
jarred,dʒɑɹd dʒɒɹd
jars,dʒɑɹz dʒɒɹz
jasmin,dʒæzmɪn
jason,dʒeɪsən
jasper,dʒæspɝ dʒæspɚ
jaspers,dʒæspɝz dʒæspɚz
jaunts,dʒɔnts
java,dʒɑvə dʒɒvə
javanese,dʒɑvəniz dʒɒvəniz
jawboning,dʒɔboʊnɪŋ
jawed,dʒɔd
jaycee,dʒeɪsi
jaycees,dʒeɪsiz
jayhawker,dʒeɪhɔkɝ dʒeɪhɔkɚ
jays,dʒeɪz
jealousies,dʒɛləsiz
jean,dʒin
jeanne,dʒin
jeannette,dʒənɛt
jed,dʒɛd
jee,dʒi
jeep,dʒip
jeeps,dʒips
jeered,dʒɪɹd
jeers,dʒiɹz
jees,dʒiz
jeff,dʒɛf
jefferson,dʒɛfɝsən dʒɛfɚsən
jeffersonian,dʒɛfɝsoʊniən dʒɛfɚsoʊniən
jehovah,dʒəhoʊvə
jekyll,dʒɛkəl
jelled,dʒɛld
jellies,dʒɛliz
jello,dʒɛloʊ
jemima,dʒɛmimə
jen,dʒɛn
jenna,dʒɛnə
jennie,dʒɛni
jenny,dʒɛni
jeopardized,dʒɛpɝdaɪzd dʒɛpɚdaɪzd
jeopardizes,dʒɛpɝdaɪzɪz dʒɛpɚdaɪzɪz
jeopardizing,dʒɛpɝdaɪzɪŋ dʒɛpɚdaɪzɪŋ
jeopardy,dʒɛpɝdi dʒɛpɚdi
jere,dʒɛɹi
jeremiah,dʒɛɹəmaɪə
jeremy,dʒɛɹəmi
jericho,dʒɛɹɪkoʊ
jerked,dʒɝkt dʒɚkt
jerking,dʒɝkɪŋ dʒɚkɪŋ
jerkins,dʒɝkɪnz dʒɚkɪnz
jerks,dʒɝks dʒɚks
jerry,dʒɛɹi
jerseys,dʒɝziz dʒɚziz
jerusalem,dʒɝusələm dʒɚusələm
jess,dʒɛs
jesse,dʒɛsi
jesters,dʒɛstɝz dʒɛstɚz
jests,dʒɛsts
jesuit,dʒɛʒuɪt
jesuits,dʒɛʒuɪts
jesus,dʒizəs
jetliners,dʒɛtlaɪnɝz dʒɛtlaɪnɚz
jets,dʒɛts
jetstream,dʒɛtstɹim
jetted,dʒɛtɪd
jetting,dʒɛtɪŋ
jettisoned,dʒɛtɪsənd
jew,dʒu
jewelers,dʒuəlɝz dʒuəlɚz
jewellers,dʒuəlɝz dʒuəlɚz
jewels,dʒuəlz
jewess,dʒuəs
jewish,dʒuɪʃ
jewishness,dʒuɪʃnəs
jewry,dʒuɹi
jews,dʒuz
jibes,dʒaɪbz
jiggling,dʒɪɡəlɪŋ
jigs,dʒɪɡz
jill,dʒɪl
jillions,dʒɪljənz
jim,dʒɪm
jimmied,dʒɪmid
jin,dʒɪn
jing,dʒɪŋ
jingles,dʒɪŋɡəlz
jinks,dʒɪŋks
jitterbug,dʒɪtɝbAH2ɡ dʒɪtɚbAH2ɡ
jitterbugging,dʒɪtɝbAH2ɡɪŋ dʒɪtɚbAH2ɡɪŋ
jiving,dʒaɪvɪŋ
jo,dʒoʊ
joan,dʒoʊn
jobber,dʒɑbɝ dʒɑbɚ dʒɒbɝ dʒɒbɚ
jobbers,dʒɑbɝz dʒɑbɚz dʒɒbɝz dʒɒbɚz
jobs,dʒɑbz dʒɒbz
jobson,dʒɑbsən dʒɒbsən
jockeying,dʒɑkiɪŋ dʒɒkiɪŋ
jockeys,dʒɑkiz dʒɒkiz
jocks,dʒɑks dʒɒks
jodhpur,dʒɔdpɝ dʒɔdpɚ
joel,dʒoʊəl
joes,dʒoʊz
jogged,dʒɑɡd dʒɒɡd
joggers,dʒɑɡɝz dʒɑɡɚz dʒɒɡɝz dʒɒɡɚz
jogs,dʒɑɡz dʒɒɡz
johannes,dʒoʊhænəs
johannesburg,dʒoʊhænɪsbɝɡ dʒoʊhænɪsbɚɡ
johnnie,dʒɑni dʒɒni
johns,dʒɑnz dʒɒnz
johnson,dʒɑnsən dʒɒnsən
joie,ʒwɑ ʒwɒ
joined,dʒɔɪnd
joining,dʒɔɪnɪŋ
joins,dʒɔɪnz
joints,dʒɔɪnts
joists,dʒɔɪsts
joked,dʒoʊkt
jokers,dʒoʊkɝz dʒoʊkɚz
jokes,dʒoʊks
joking,dʒoʊkɪŋ
jollier,dʒɑliɝ dʒɑliɚ dʒɒliɝ dʒɒliɚ
jollies,dʒɑliz dʒɒliz
jolliest,dʒɑliəst dʒɒliəst
jolted,dʒoʊltɪd
jolting,dʒoʊltɪŋ
jolts,dʒoʊlts
jonah,dʒoʊnə
jonathan,dʒɑnəθən dʒɒnəθən
jones,dʒoʊnz
joneses,dʒoʊnzɪz
jordan,dʒɔɹdən
jordans,dʒɔɹdənz
jose,hoʊzeɪ
joseph,dʒoʊsəf
josephine,dʒoʊsəfin
josey,dʒoʊzi
joshua,dʒɑʃuə dʒɒʃuə
josie,dʒoʊzi
joss,dʒɔs
jostled,dʒɑsəld dʒɒsəld
jotted,dʒɑtɪd dʒɒtɪd
joules,dʒulz
jour,dʒuɹ
journalists,dʒɝnələsts dʒɚnələsts
journals,dʒɝnəlz dʒɚnəlz
journeyed,dʒɝnid dʒɚnid
journeying,dʒɝniɪŋ dʒɚniɪŋ
journeys,dʒɝniz dʒɚniz
jousting,dʒaʊstɪŋ
jovian,dʒoʊviən
joyce,dʒɔɪs
joying,dʒɔɪɪŋ
joys,dʒɔɪz
juan,wɑn wɒn
judah,dʒudə
judaism,dʒudeɪɪzəm
judas,dʒudəs
jude,dʒud
judged,dʒʌdʒd
judgement,dʒʌdʒmənt
judgemental,dʒədʒmɛntəl
judgements,dʒʌdʒmənts
judges,dʒʌdʒɪz
judgeship,dʒʌdʒʃɪp
judgeships,dʒʌdʒʃɪps
judging,dʒʌdʒɪŋ
judgments,dʒʌdʒmənts
judith,dʒudɪθ
judy,dʒudi
juggled,dʒʌɡəld
jugglers,dʒʌɡəlɝz dʒʌɡəlɚz
juggles,dʒʌɡəlz
jugs,dʒʌɡz
juicier,dʒuɪsjɝ dʒuɪsjɚ
juiciest,dʒusiəst
juju,dʒudʒu
jukeboxes,dʒukbɑksɪz dʒukbɒksɪz
jukes,dʒuks
juleps,dʒuləps
julian,dʒuliən
juliet,dʒuliɛt
julio,dʒulioʊ
julius,dʒuljəs
july,dʒulaɪ
jumbled,dʒʌmbəld
jumbos,dʒʌmboʊz
jumped,dʒʌmpt
jumpers,dʒʌmpɝz dʒʌmpɚz
jumping,dʒʌmpɪŋ
jumps,dʒʌmps
jumpsuits,dʒʌmpsuts
jun,dʒʌn
junco,dʒʌŋkoʊ
june,dʒun
juneau,dʒunoʊ
jungles,dʒʌŋɡəlz
juniors,dʒunjɝz dʒunjɚz
junipers,dʒunɪpɝz dʒunɪpɚz
junked,dʒʌŋkt
junker,dʒʌŋkɝ dʒʌŋkɚ
junkets,dʒʌŋkɪts
junkies,dʒʌŋkiz
junking,dʒʌŋkɪŋ
junky,dʒʌŋki
junkyards,dʒʌŋkjɑɹdz dʒʌŋkjɒɹdz
juno,dʒunoʊ
jupiter,dʒupətɝ dʒupətɚ
jura,dʒʊɹə
jurassic,dʒʊɹæsɪk
jure,dʒʊɹ
juries,dʒʊɹiz
juris,dʒʊɹɪs
jurisdictions,dʒʊɹɪsdɪkʃənz
jurists,dʒʊɹɪsts
jurors,dʒʊɹɝz dʒʊɹɚz
justices,dʒʌstəsəz
justifications,dʒAH2stɪfɪkeɪʃənz
justifies,dʒʌstəfaɪz
justifying,dʒʌstəfaɪɪŋ
justo,dʒʌstoʊ
juts,dʒʌts
juveniles,dʒuvənəlz
juxtaposed,dʒAH2kstəpoʊzd
