,CMU Word,CMU IPAs,Cambridge IPAs,CMU (Toolkit),Cambridge (Toolkit),Matched Pronunciations (IPA),Matched Pronunciations (Toolkit),Pronunciation Matches,Alternate Pronunciation,Root From Cambridge,Missing From Cambridge,Top Pronunciation (ALL),Top Pronunciation (ALT ONLY)
21268,gung,['ɡʌŋ'],"['ɡʌŋhoʊ', 'ɡʌŋhoʊ']",['g^N'],['g^Nho'],[],[],[],0,1,0,1,0
21270,gunmen,['ɡʌnmɛn'],"['ɡʌnmən', 'ɡʌnmən']",['g^nmEn'],['g^nmen'],[],[],[],0,1,0,1,0
21272,gunnels,['ɡʌnəlz'],['ɡʌnəl'],['g^nelz'],['g^nel'],[],[],[],0,1,0,1,0
21274,gunners,"['ɡʌnɝz', 'ɡʌnɚz']","['ɡʌnɚ', 'ɡʌnəɹ']",['g^n3rz'],"['g^n3r', 'g^ner']",[],[],[],0,1,0,1,0
21279,gunnysacks,['ɡʌnisæks'],"['ɡʌni', 'sæk', 'ɡʌnisæk']",['g^nis@ks'],"['g^ni', 's@k', 'g^nis@k']",[],[],[],0,1,0,1,0
21285,gunships,['ɡʌnʃɪps'],['ɡʌnʃɪp'],['g^nS1ps'],['g^nS1p'],[],[],[],0,1,0,1,0
21287,gunshots,"['ɡʌnʃɑts', 'ɡʌnʃɒts']","['ɡʌnʃɑt', 'ɡʌnʃɑt', 'ɡʌnʃɑt']",['g^nSats'],['g^nSat'],[],[],[],0,1,0,1,0
21289,gunslingers,"['ɡʌnslɪŋɝz', 'ɡʌnslɪŋɚz']",['ɡʌnslɪŋɚ'],['g^nsl1N3rz'],['g^nsl1N3r'],[],[],[],0,1,0,1,0
21292,guppies,['ɡʌpiz'],['ɡʌpi'],['g^piz'],['g^pi'],[],[],[],0,1,0,1,0
21295,gurgling,"['ɡɝɡəlɪŋ', 'ɡɚɡəlɪŋ']","['ɡɝɡəl', 'ɡɝɡəl']",['g3rgel1N'],['g3rgel'],[],[],[],1,1,0,1,1
21296,gurgling,"['ɡɝɡlɪŋ', 'ɡɚɡlɪŋ']","['ɡɝɡəl', 'ɡɝɡəl']",['g3rgl1N'],['g3rgel'],[],[],[],1,1,0,0,0
21300,gurus,['ɡuɹuz'],"['ɡʊɹu', 'ɡʊɹu', 'ɡʊəɹu', 'ɡuɹu']",['guruz'],"['gUeru', 'gUru', 'guru']",[],[],[],0,1,0,1,0
21302,gushed,['ɡʌʃt'],"['ɡʌʃ', 'ɡʌʃ']",['g^St'],['g^S'],[],[],[],0,1,0,1,0
21304,gushes,['ɡʌʃɪz'],"['ɡʌʃ', 'ɡʌʃ', 'ɡʌʃ', 'ɡʌʃ']",['g^S1z'],['g^S'],[],[],[],0,1,0,1,0
21311,gusting,['ɡʌstɪŋ'],['ɡʌst'],['g^st1N'],['g^st'],[],[],[],0,1,0,1,0
21313,gusts,['ɡʌsts'],"['ɡʌst', 'ɡʌst']",['g^sts'],['g^st'],[],[],[],0,1,0,1,0
21317,gutless,['ɡʌtlɛs'],['ɡʌtləs'],['g^tlEs'],['g^tles'],[],[],[],0,0,0,1,0
21325,gutters,"['ɡʌtɝz', 'ɡʌtɚz']","['ɡʌtɚ', 'ɡʌtɚ', 'ɡʌtɚ', 'ɡʌtəɹ', 'ɡʌtəɹ', 'ɡʌtəɹ']",['g^t3rz'],"['g^t3r', 'g^ter']",[],[],[],0,1,0,1,0
21329,guyana,"['ɡaɪɑnə', 'ɡaɪɒnə']",['ɡaɪænə'],['g5ane'],['g5@ne'],[],[],[],0,0,0,1,0
21332,guzzler,"['ɡʌzlɝ', 'ɡʌzlɚ']",['ɡʌzəlɚ'],['g^zl3r'],['g^zel3r'],[],[],[],0,0,0,1,0
21333,guzzlers,"['ɡʌzəlɝz', 'ɡʌzəlɚz']",['ɡʌzəlɚ'],['g^zel3rz'],['g^zel3r'],[],[],[],1,1,0,1,1
21334,guzzlers,"['ɡʌzlɝz', 'ɡʌzlɚz']",['ɡʌzəlɚ'],['g^zl3rz'],['g^zel3r'],[],[],[],1,1,0,0,0
21335,guzzles,['ɡʌzəlz'],"['ɡʌzəl', 'ɡʌzəl', 'ɡʌzəl']",['g^zelz'],['g^zel'],[],[],[],0,1,0,1,0
21336,guzzling,['ɡʌzəlɪŋ'],"['ɡʌzəl', 'ɡʌzəl']",['g^zel1N'],['g^zel'],[],[],[],1,1,0,1,1
21337,guzzling,['ɡʌzlɪŋ'],"['ɡʌzəl', 'ɡʌzəl']",['g^zl1N'],['g^zel'],[],[],[],1,1,0,0,0
21340,gymnasiums,['dʒɪmneɪziəmz'],"['dʒɪmneɪziəm', 'dʒɪmneɪziəm', 'dʒɪmneɪziəm']",['G1mn8ziemz'],['G1mn8ziem'],[],[],[],0,1,0,1,0
21341,gymnast,['dʒɪmnəst'],"['dʒɪmnæst', 'dʒɪmnæst', 'nəst']",['G1mnest'],"['G1mn@st', 'nest']",[],[],[],0,0,0,1,0
21344,gymnasts,['dʒɪmnæsts'],"['dʒɪmnæst', 'dʒɪmnæst', 'nəst']",['G1mn@sts'],"['G1mn@st', 'nest']",[],[],[],0,1,0,1,0
21345,gyms,['dʒɪmz'],"['dʒɪm', 'dʒɪm', 'dʒɪm', 'dʒɪm', 'dʒɪm']",['G1mz'],['G1m'],[],[],[],0,1,0,1,0
21346,gyn,['ɡɪn'],"['oʊbidʒiwaɪɛn', 'oʊbidʒiwɑɪɛn']",['g1n'],"['obiGiwa1En', 'obiGiw5En']",[],[],[],1,1,0,1,1
21347,gyn,['ɡaɪn'],"['oʊbidʒiwaɪɛn', 'oʊbidʒiwɑɪɛn']",['g5n'],"['obiGiwa1En', 'obiGiw5En']",[],[],[],1,1,0,0,0
21349,gynecologist,"['ɡaɪnəkɑlədʒəst', 'ɡaɪnəkɒlədʒəst']","['ɡaɪnəkɑlədʒɪst', 'ɡɑɪnəkɑlədʒəst']",['g5nekaleGest'],"['ga1nekaleGest', 'g5nekaleG1st']",[],[],[],0,0,0,1,0
21350,gynecologists,"['ɡaɪnəkɑlədʒəsts', 'ɡaɪnəkɒlədʒəsts']","['ɡaɪnəkɑlədʒɪst', 'ɡɑɪnəkɑlədʒəst']",['g5nekaleGests'],"['ga1nekaleGest', 'g5nekaleG1st']",[],[],[],0,1,0,1,0
21353,gypped,['dʒɪpt'],"['dʒɪp', 'dʒɪp']",['G1pt'],['G1p'],[],[],[],0,1,0,1,0
21354,gypsies,['dʒɪpsiz'],"['dʒɪpsi', 'dʒɪpsi']",['G1psiz'],['G1psi'],[],[],[],0,1,0,1,0
21358,gyrating,['dʒaɪɹeɪtɪŋ'],"['dʒaɪɹeɪt', 'dʒaɪɹeɪt', 'dʒaɪɹeɪt']",['G5r8t1N'],['G5r8t'],[],[],[],0,1,0,1,0
21360,gyrations,['dʒaɪɹeɪʃənz'],"['dʒaɪɹeɪʃən', 'dʒaɪɹeɪʃən', 'dʒaɪɹeɪʃən']",['G5r8Senz'],['G5r8Sen'],[],[],[],0,1,0,1,0
21369,habit,['hæbət'],"['hæbɪt', 'hæbɪt', 'hæbɪt', 'hæbɪt', 'hæbɪt']",['h@bet'],['h@b1t'],[],[],[],0,0,0,1,0
21370,habitable,['hæbətəbəl'],"['hæbɪtəbəl', 'hæbɪtəbəl']",['h@betebel'],['h@b1tebel'],[],[],[],0,0,0,1,0
21373,habitats,['hæbətæts'],"['hæbətæt', 'hæbɪtæt']",['h@bet@ts'],"['h@b1t@t', 'h@bet@t']",[],[],[],0,1,0,1,0
21374,habits,['hæbəts'],"['hæbɪt', 'hæbɪt', 'hæbɪt', 'hæbɪt', 'hæbɪt']",['h@bets'],['h@b1t'],[],[],[],0,1,0,1,0
21376,habitually,['həbɪtʃuəli'],['həbɪtʃəli'],['heb1Cueli'],['heb1Celi'],[],[],[],1,0,0,1,1
21377,habitually,['həbɪtʃuli'],['həbɪtʃəli'],['heb1Culi'],['heb1Celi'],[],[],[],1,0,0,0,0
21383,hacked,['hækt'],"['hæk', 'hæk', 'hæk', 'hæk', 'hæk', 'hæk', 'hæk', 'hæk']",['h@kt'],['h@k'],[],[],[],0,1,0,1,0
21385,hackers,"['hækɝz', 'hækɚz']","['hækɚ', 'hækɚ', 'hækəɹ']",['h@k3rz'],"['h@k3r', 'h@ker']",[],[],[],0,1,0,1,0
21392,hacks,['hæks'],"['hæk', 'hæk', 'hæk', 'hæk', 'hæk', 'hæk', 'hæk', 'hæk', 'hæk', 'hæk']",['h@ks'],['h@k'],[],[],[],0,1,0,1,0
21406,haggadah,['həɡʌdə'],['həɡɑdə'],['heg^de'],['hegade'],[],[],[],0,0,0,1,0
21409,haggled,['hæɡəld'],['hæɡəl'],['h@geld'],['h@gel'],[],[],[],0,1,0,1,0
21416,hailed,['heɪld'],"['heɪl', 'heɪl']",['h8ld'],['h8l'],[],[],[],0,1,0,1,0
21417,hailing,['heɪlɪŋ'],"['heɪl', 'heɪl']",['h8l1N'],['h8l'],[],[],[],0,1,0,1,0
21418,hails,['heɪlz'],"['heɪl', 'heɪl', 'heɪl', 'heɪl']",['h8lz'],['h8l'],[],[],[],0,1,0,1,0
21420,hailstones,['heɪlstoʊnz'],['heɪlstoʊn'],['h8lstonz'],['h8lston'],[],[],[],0,1,0,1,0
21423,haircut,['hɛɹkət'],"['hɛɹkʌt', 'hɛɹkʌt', 'hɛɹkʌt']",['hErket'],['hErk^t'],[],[],[],0,0,0,1,0
21424,haircuts,['hɛɹkəts'],"['hɛɹkʌt', 'hɛɹkʌt', 'hɛɹkʌt']",['hErkets'],['hErk^t'],[],[],[],0,1,0,1,0
21426,hairdos,['hɛɹduz'],"['hɛɹdu', 'hɛəɹdu']",['hErduz'],"['hErdu', 'hEerdu']",[],[],[],0,1,0,1,0
21428,hairdressers,"['hɛɹdɹɛsɝz', 'hɛɹdɹɛsɚz']","['hɛɹdɹɛsɚ', 'hɛəɹdɹɛsəɹ']",['hErdrEs3rz'],"['hErdrEs3r', 'hEerdrEser']",[],[],[],0,1,0,1,0
21433,hairs,['hɛɹz'],"['hɛɹ', 'hɛəɹ']",['hErz'],"['hEer', 'hEr']",[],[],[],0,1,0,1,0
21439,haitians,['heɪʃənz'],['heɪʃən'],['h8Senz'],['h8Sen'],[],[],[],0,1,0,1,0
21452,halfbacks,['hæfbæks'],"['hæfbæk', 'hæfbæk']",['h@fb@ks'],['h@fb@k'],[],[],[],0,1,0,1,0
21462,hallmarks,"['hɔlmɑɹks', 'hɔlmɒɹks']","['hɑlmɑɹk', 'hɑlmɑɹk', 'hɔlmɑɹk']",['hclmarks'],"['halmark', 'hclmark']",[],[],[],0,1,0,1,0
21466,hallows,['hæloʊz'],"['hæloʊ', 'hæloʊ']",['h@loz'],['h@lo'],[],[],[],0,1,0,1,0
21467,halls,['hɔlz'],"['hɑl', 'hɑl', 'hɑl', 'hɑl', 'hɔl', 'hɔl', 'hɔl']",['hclz'],"['hal', 'hcl']",[],[],[],0,1,0,1,0
21469,hallucinated,['həlusəneɪtɪd'],"['həlusəneɪt', 'həlusəneɪt']",['helusen8t1d'],['helusen8t'],[],[],[],0,1,0,1,0
21470,hallucinates,['həlusəneɪts'],"['həlusəneɪt', 'həlusəneɪt', 'həlusəneɪt']",['helusen8ts'],['helusen8t'],[],[],[],0,1,0,1,0
21471,hallucinating,['həlusəneɪtɪŋ'],"['həlusəneɪt', 'həlusəneɪt']",['helusen8t1N'],['helusen8t'],[],[],[],1,1,0,1,1
21472,hallucinating,['həlusɪneɪtɪŋ'],"['həlusəneɪt', 'həlusəneɪt']",['helus1n8t1N'],['helusen8t'],[],[],[],1,1,0,0,0
21474,hallucinations,['həlusəneɪʃənz'],"['həlusəneɪʃən', 'həlusəneɪʃən', 'həlusəneɪʃən', 'həlusəneɪʃən']",['helusen8Senz'],['helusen8Sen'],[],[],[],0,1,0,1,0
21475,hallucinatory,['həlusənətɔɹi'],"['həlusɪnətɔɹi', 'həlusɪnətɔɹi', 'həlusɪnətɔɹi']",['helusenetcri'],['helus1netcri'],[],[],[],0,0,0,1,0
21476,hallucinogenic,['həlusənədʒɛnɪk'],"['həlusɪnoʊdʒɛnɪk', 'həlusɪnoʊdʒɛnɪk']",['heluseneGEn1k'],['helus1noGEn1k'],[],[],[],0,0,0,1,0
21478,hallways,['hɔlweɪz'],"['hɑl', 'hɑl', 'hɑl', 'hɑl', 'hɔl', 'hɔl', 'hɔl']",['hclw8z'],"['hal', 'hcl']",[],[],[],0,1,0,1,0
21481,halos,['heɪloʊz'],"['heɪloʊ', 'heɪloʊ', 'heɪloʊ']",['h8loz'],['h8lo'],[],[],[],0,1,0,1,0
21483,halted,['hɔltəd'],['hɑlt'],['hclted'],['halt'],[],[],[],1,1,0,1,1
21484,halted,['hɔltɪd'],['hɑlt'],['hclt1d'],['halt'],[],[],[],1,1,0,0,0
21485,halter,"['hɔltɝ', 'hɔltɚ']","['hɑltɚ', 'hɑltɚ']",['hclt3r'],['halt3r'],[],[],[],0,0,0,1,0
21487,haltingly,['hɔltɪŋli'],['hɑltɪŋli'],['hclt1Nli'],['halt1Nli'],[],[],[],0,0,0,1,0
21488,halts,['hɔlts'],"['hɑlt', 'hɑlt', 'hɔlt']",['hclts'],"['hclt', 'halt']",[],[],[],0,1,0,1,0
21490,halved,['hævd'],"['hæv', 'hæv']",['h@vd'],['h@v'],[],[],[],0,1,0,1,0
21495,hamburg,"['hæmbɝɡ', 'hæmbɚɡ']",['hæmbɜ˞ɡ'],['h@mb3rg'],[''],[],[],[],0,0,0,1,0
21497,hamburgers,"['hæmbɝɡɝz', 'hæmbɝɡɚz', 'hæmbɚɡɝz', 'hæmbɚɡɚz']","['hæmbɝɡɚ', 'hæmbɝɡɚ', 'hæmbɝɡɚ', 'hæmbɝɡɚ', 'hæmbɜɹɡəɹ']",['h@mb3rg3rz'],"['', 'h@mb3rg3r']",[],[],[],0,1,0,1,0
21503,hamlets,['hæmləts'],"['hæmlət', 'hæmlɪt']",['h@mlets'],"['h@mlet', 'h@ml1t']",[],[],[],0,1,0,1,0
21508,hammers,"['hæmɝz', 'hæmɚz']","['hæmɚ', 'hæmɚ', 'hæmɚ', 'hæmɚ', 'hæmɚ', 'hæmɚ', 'hæməɹ']",['h@m3rz'],"['h@mer', 'h@m3r']",[],[],[],0,1,0,1,0
21511,hammocks,['hæməks'],"['hæmək', 'hæmək']",['h@meks'],['h@mek'],[],[],[],0,1,0,1,0
21513,hampered,"['hæmpɝd', 'hæmpɚd']",['hæmpɚ'],['h@mp3rd'],['h@mp3r'],[],[],[],0,1,0,1,0
21514,hampers,"['hæmpɝz', 'hæmpɚz']","['hæmpɚ', 'hæmpəɹ']",['h@mp3rz'],"['h@mper', 'h@mp3r']",[],[],[],0,1,0,1,0
21516,hampshire,"['hæmʃɝ', 'hæmʃɚ']",['hæmpʃɚ'],['h@mS3r'],['h@mpS3r'],[],[],[],1,0,0,0,0
21517,hampshire,"['hæmpʃaɪɝ', 'hæmpʃaɪɚ']",['hæmpʃɚ'],['h@mpS53r'],['h@mpS3r'],[],[],[],1,0,0,0,0
21518,hampshire,"['hæmʃaɪɝ', 'hæmʃaɪɚ']",['hæmpʃɚ'],['h@mS53r'],['h@mpS3r'],[],[],[],1,0,0,0,0
21519,hams,['hæmz'],"['hæm', 'hæm', 'hæm', 'hæm', 'hæm', 'hæm']",['h@mz'],['h@m'],[],[],[],0,1,0,1,0
21521,hamsters,"['hæmstɝz', 'hæmstɚz']","['hæmstɚ', 'hæmstəɹ']",['h@mst3rz'],"['h@mster', 'h@mst3r']",[],[],[],0,1,0,1,0
21523,hamstrings,['hæmstɹɪŋz'],"['hæmstɹɪŋ', 'hæmstɹɪŋ']",['h@mstr1Nz'],['h@mstr1N'],[],[],[],0,1,0,1,0
21530,handbags,['hændbæɡz'],"['hændbæɡ', 'hændbæɡ']",['h@ndb@gz'],['h@ndb@g'],[],[],[],0,1,0,1,0
21531,handball,['hændbɔl'],"['hændbɑl', 'hændbɑl', 'hændbɑl', 'hændbɑl']",['h@ndbcl'],['h@ndbal'],[],[],[],0,0,0,1,0
21533,handbills,['hændbɪlz'],['hændbɪl'],['h@ndb1lz'],['h@ndb1l'],[],[],[],0,1,0,1,0
21535,handbooks,['hændbʊks'],"['hændbʊk', 'hændbʊk']",['h@ndbUks'],['h@ndbUk'],[],[],[],0,1,0,1,0
21539,handcuff,['hændkəf'],['hændkʌf'],['h@ndkef'],['h@ndk^f'],[],[],[],0,0,0,1,0
21540,handcuffed,['hændkəft'],['hændkʌf'],['h@ndkeft'],['h@ndk^f'],[],[],[],0,1,0,1,0
21541,handcuffing,['hændkəfɪŋ'],['hændkʌf'],['h@ndkef1N'],['h@ndk^f'],[],[],[],0,1,0,1,0
21542,handcuffs,['hændkəfs'],"['hændkʌfs', 'hændkʌfs']",['h@ndkefs'],['h@ndk^fs'],[],[],[],0,0,0,1,0
21543,handed,['hændəd'],"['hændɪd', 'hændɪd']",['h@nded'],['h@nd1d'],[],[],[],1,1,0,1,1
21545,handedness,['hændədnəs'],['hændɪdnəs'],['h@ndednes'],['h@nd1dnes'],[],[],[],0,0,0,1,0
21548,handfuls,['hændfʊlz'],"['hændfʊl', 'hændfʊl', 'hændfʊl', 'hændfʊl', 'hændfʊl', 'hændfʊl']",['h@ndfUlz'],['h@ndfUl'],[],[],[],0,1,0,1,0
21549,handgun,['hændɡən'],"['hændɡʌn', 'hændɡʌn']",['h@ndgen'],['h@ndg^n'],[],[],[],0,0,0,1,0
21550,handguns,['hændɡənz'],"['hændɡʌn', 'hændɡʌn']",['h@ndgenz'],['h@ndg^n'],[],[],[],0,1,0,1,0
21554,handicapped,['hændikæpt'],['hændɪkæpt'],['h@ndik@pt'],['h@nd1k@pt'],[],[],[],0,0,0,1,0
21557,handicaps,['hændikæps'],"['hændɪkæp', 'hændɪkæp', 'hændɪkæp', 'hændikæp', 'hændikæp', 'hændikæp']",['h@ndik@ps'],"['h@ndik@p', 'h@nd1k@p']",[],[],[],0,1,0,1,0
21559,handicrafts,['hændikɹæfts'],['hændikɹæft'],['h@ndikr@fts'],['h@ndikr@ft'],[],[],[],0,1,0,1,0
21560,handier,"['hændiɝ', 'hændiɚ']","['hændi', 'hændi', 'hændi', 'hændi']",['h@ndi3r'],['h@ndi'],[],[],[],0,1,0,1,0
21561,handiest,['hændiəst'],"['hændi', 'hændi', 'hændi', 'hændi']",['h@ndiest'],['h@ndi'],[],[],[],0,1,0,1,0
21563,handing,['hændɪŋ'],"['hænd', 'hænd']",['h@nd1N'],['h@nd'],[],[],[],0,1,0,1,0
21565,handkerchief,"['hæŋkɝtʃɪf', 'hæŋkɚtʃɪf']","['hæŋkɚtʃif', 'hæŋkəɹtʃəf', 'tʃɪf', 'tʃif']",['h@Nk3rC1f'],"['C1f', 'Cif', 'h@Nk3rCif', 'h@NkerCef']",[],[],[],1,0,0,1,1
21567,handkerchiefs,"['hæŋkɝtʃəfs', 'hæŋkɚtʃəfs']","['hæŋkɚtʃif', 'hæŋkəɹtʃəf', 'tʃɪf', 'tʃif']",['h@Nk3rCefs'],"['C1f', 'Cif', 'h@Nk3rCif', 'h@NkerCef']",[],[],[],1,1,0,1,1
21568,handkerchiefs,"['hæŋkɝtʃifs', 'hæŋkɚtʃifs']","['hæŋkɚtʃif', 'hæŋkəɹtʃəf', 'tʃɪf', 'tʃif']",['h@Nk3rCifs'],"['C1f', 'Cif', 'h@Nk3rCif', 'h@NkerCef']",[],[],[],1,1,0,0,0
21572,handled,['hændəld'],"['hændəl', 'hændəl', 'hændəl', 'hændəl', 'hændəl']",['h@ndeld'],['h@ndel'],[],[],[],0,1,0,1,0
21574,handler,"['hændəlɝ', 'hændəlɚ']","['hændlɚ', 'hændlɚ', 'hændlɚ', 'hændləɹ', 'hændələɹ']",['h@ndel3r'],"['h@ndeler', 'h@ndler', 'h@ndl3r']",[],[],[],1,0,0,0,0
21575,handlers,"['hændlɝz', 'hændlɚz']","['hændlɚ', 'hændlɚ', 'hændlɚ', 'hændləɹ', 'hændələɹ']",['h@ndl3rz'],"['h@ndeler', 'h@ndler', 'h@ndl3r']",[],[],[],1,1,0,1,1
21576,handlers,"['hændəlɝz', 'hændəlɚz']","['hændlɚ', 'hændlɚ', 'hændlɚ', 'hændləɹ', 'hændələɹ']",['h@ndel3rz'],"['h@ndeler', 'h@ndler', 'h@ndl3r']",[],[],[],1,1,0,0,0
21577,handles,['hændəlz'],"['hændəl', 'hændəl', 'hændəl', 'hændəl', 'hændəl']",['h@ndelz'],['h@ndel'],[],[],[],0,1,0,1,0
21579,handling,['hændəlɪŋ'],"['hændlɪŋ', 'hændlɪŋ']",['h@ndel1N'],['h@ndl1N'],[],[],[],1,0,0,0,0
21581,handmade,['hænmeɪd'],"['hændmeɪd', 'hændmeɪd']",['h@nm8d'],['h@ndm8d'],[],[],[],1,0,0,0,0
21583,handouts,['hændaʊts'],"['hændaʊt', 'hændaʊt', 'hændɑʊt', 'hændɑʊt']",['h@ndOts'],"['h@ndaUt', 'h@ndOt']",[],[],[],0,1,0,1,0
21588,handrails,['hændɹeɪlz'],['hændɹeɪl'],['h@ndr8lz'],['h@ndr8l'],[],[],[],0,1,0,1,0
21589,hands,['hændz'],"['hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd']",['h@ndz'],['h@nd'],[],[],[],1,1,0,1,1
21590,hands,['hænz'],"['hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd', 'hænd']",['h@nz'],['h@nd'],[],[],[],1,1,0,0,0
21591,handsaw,['hændsɔ'],['hændsɑ'],['h@ndsc'],['h@ndsa'],[],[],[],0,0,0,1,0
21593,handsets,['hændsɛts'],"['hændsɛt', 'hændsɛt']",['h@ndsEts'],['h@ndsEt'],[],[],[],0,1,0,1,0
21595,handshakes,['hændʃeɪks'],"['hændʃeɪk', 'hændʃeɪk']",['h@ndS8ks'],['h@ndS8k'],[],[],[],0,1,0,1,0
21600,handstands,['hændstændz'],"['hændstænd', 'hændstænd']",['h@ndst@ndz'],['h@ndst@nd'],[],[],[],0,1,0,1,0
21607,handymen,['hændimɛn'],"['hændimæn', 'hændimæn']",['h@ndimEn'],['h@ndim@n'],[],[],[],0,1,0,1,0
21610,hangars,"['hæŋɝz', 'hæŋɚz']","['hæŋɚ', 'hæŋəɹ']",['h@N3rz'],"['h@N3r', 'h@Ner']",[],[],[],0,1,0,1,0
21611,hanged,['hæŋd'],"['hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ']",['h@Nd'],['h@N'],[],[],[],0,1,0,1,0
21613,hangers,"['hæŋɝz', 'hæŋɚz']","['hæŋɚ', 'hæŋəɹ']",['h@N3rz'],"['h@N3r', 'h@Ner']",[],[],[],0,1,0,1,0
21615,hanging,['hæŋɡɪŋ'],"['hæŋɪŋ', 'hæŋɪŋ', 'hæŋɪŋ']",['h@Ng1N'],['h@N1N'],[],[],[],1,0,0,0,0
21616,hangings,['hæŋɡɪŋz'],"['hæŋɪŋ', 'hæŋɪŋ', 'hæŋɪŋ']",['h@Ng1Nz'],['h@N1N'],[],[],[],0,1,0,1,0
21619,hangouts,['hæŋaʊts'],"['hæŋaʊt', 'hæŋaʊt', 'hæŋɑʊt']",['h@NOts'],"['h@NaUt', 'h@NOt']",[],[],[],0,1,0,1,0
21621,hangovers,"['hæŋoʊvɝz', 'hæŋoʊvɚz']","['hæŋoʊvɚ', 'hæŋoʊvɚ', 'hæŋoʊvəɹ']",['h@Nov3rz'],"['h@Nover', 'h@Nov3r']",[],[],[],0,1,0,1,0
21622,hangs,['hæŋz'],"['hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ', 'hæŋ']",['h@Nz'],['h@N'],[],[],[],0,1,0,1,0
21626,hanker,"['hæŋkɝ', 'hæŋkɚ']",['hæŋkəɹ'],['h@Nk3r'],['h@Nker'],[],[],[],0,0,0,1,0
21642,haphazardly,"['hæfəzɝdli', 'hæfəzɚdli']",['hæphæzɚdli'],['h@fez3rdli'],['h@ph@z3rdli'],[],[],[],1,0,0,1,1
21646,happened,['hæpənd'],"['hæpən', 'hæpən', 'hæpən']",['h@pend'],['h@pen'],[],[],[],0,1,0,1,0
21648,happening,['hæpnɪŋ'],"['hæpənɪŋ', 'hæpənɪŋ', 'hæpənɪŋ']",['h@pn1N'],['h@pen1N'],[],[],[],1,0,0,0,0
21649,happenings,['hæpənɪŋz'],"['hæpənɪŋ', 'hæpənɪŋ', 'hæpənɪŋ']",['h@pen1Nz'],['h@pen1N'],[],[],[],1,1,0,1,1
21650,happenings,['hæpnɪŋz'],"['hæpənɪŋ', 'hæpənɪŋ', 'hæpənɪŋ']",['h@pn1Nz'],['h@pen1N'],[],[],[],1,1,0,0,0
21651,happens,['hæpənz'],"['hæpən', 'hæpən', 'hæpən', 'hæpən', 'hæpən', 'hæpən']",['h@penz'],['h@pen'],[],[],[],0,1,0,1,0
21653,happier,"['hæpiɝ', 'hæpiɚ']","['hæpi', 'hæpi', 'hæpi', 'hæpi', 'hæpi', 'hæpi', 'hæpi', 'hæpi']",['h@pi3r'],['h@pi'],[],[],[],0,1,0,1,0
21654,happiest,['hæpiəst'],"['hæpi', 'hæpi', 'hæpi', 'hæpi', 'hæpi', 'hæpi', 'hæpi', 'hæpi']",['h@piest'],['h@pi'],[],[],[],0,1,0,1,0
21659,harangue,"['hɝæŋ', 'hɚæŋ']","['həɹæŋ', 'həɹæŋ']",['h3r@N'],['her@N'],[],[],[],0,0,0,1,0
21660,harangued,"['hɝæŋd', 'hɚæŋd']",['həɹæŋ'],['h3r@Nd'],['her@N'],[],[],[],0,1,0,1,0
21661,haranguing,"['hɝæŋɪŋ', 'hɚæŋɪŋ']",['həɹæŋ'],['h3r@N1N'],['her@N'],[],[],[],0,1,0,1,0
21662,harass,"['hɝæs', 'hɚæs']","['həɹæs', 'həɹæs', 'hæɹəs']",['h3r@s'],"['her@s', 'h@res']",[],[],[],0,0,0,1,0
21663,harassed,"['hɝæst', 'hɚæst']",['həɹæst'],['h3r@st'],['her@st'],[],[],[],0,0,0,1,0
21664,harasser,"['hɝæsɝ', 'hɝæsɚ', 'hɚæsɝ', 'hɚæsɚ']",['həɹæsɚ'],['h3r@s3r'],['her@s3r'],[],[],[],0,0,0,1,0
21666,harasses,"['hɝæsɪz', 'hɚæsɪz']","['həɹæs', 'həɹæs', 'hæɹəs']",['h3r@s1z'],"['her@s', 'h@res']",[],[],[],0,1,0,1,0
21667,harassing,"['hɝæsɪŋ', 'hɚæsɪŋ']",['həɹæs'],['h3r@s1N'],['her@s'],[],[],[],0,1,0,1,0
21668,harassment,"['hɝæsmənt', 'hɚæsmənt']","['həɹæsmənt', 'həɹæsmənt', 'hæɹəsmənt']",['h3r@sment'],"['h@resment', 'her@sment']",[],[],[],0,0,0,1,0
21670,harbingers,"['hɑɹbɪŋɝz', 'hɑɹbɪŋɚz', 'hɒɹbɪŋɝz', 'hɒɹbɪŋɚz']",['hɑɹbɪndʒɚ'],['harb1N3rz'],['harb1nG3r'],[],[],[],0,1,0,1,0
