Word,Possible IPA from CMU,Possible IPA from Cambridge
misbehavior,mɪsbəheɪvjɝ mɪsbəheɪvjɚ,mɪsbɪheɪvjɚ
miscarriage,mɪskɛɹədʒ,mɪskɛɹɪdʒ mɪskæɹɪdʒ
misconduct,mɪskɑndəkt mɪskɒndəkt,mɪskɑndʌkt mɪskɑndʌkt mɪskɑndʌkt
misdemeanor,mɪsdəminɝ mɪsdəminɚ,mɪsdɪminɚ mɪsdəminəɹ mɪsdəmi
misdiagnose,mɪsdaɪɪɡnoʊz,mɪsdaɪəɡnoʊs
misdiagnosis,mɪsdaɪɪɡnoʊsəs,mɪsdaɪəɡnoʊsɪs
misdirect,mɪsdɪɹɛkt,mɪsdaɪɹɛkt mɪsdaɪɹɛkt mɪsdaɪɹɛkt
misfire,mɪsfaɪɝ mɪsfaɪɚ,mɪsfaɪɹ mɪsfaɪɹ mɪsfaɪɹ mɪsfɑɪəɹ
mishandling,mɪshændlɪŋ,mɪshændəlɪŋ
mishear,mɪshiɹ,mɪshɪɹ
misidentification,mɪsaɪdɛntɪfɪkeɪʃən,mɪsaɪdɛntəfəkeɪʃən
misogynist,mɪzədʒɪnɪst,mɪsɑdʒənɪst mɪsɑdʒənɪst
misogyny,mɪzədʒɪni,mɪsɑdʒəni
misremember,mɪsɹimɛmbɝ mɪsɹimɛmbɚ,mɪsɹɪmɛmbɚ
misrepresent,mɪsɹɛpɹəzɛnt,mɪsɹɛpɹɪzɛnt mɪsɹɛpɹɪzɛnt
misunderstand,mɪsəndɝstænd mɪsəndɚstænd,mɪsʌndɚstænd mɪsʌndəɹstænd
misunderstanding,mɪsəndɝstændɪŋ mɪsəndɚstændɪŋ,mɪsʌndɚstændɪŋ mɪsʌndɚstændɪŋ mɪsʌndəɹstændɪŋ
mitigation,mɪtɪɡeɪʃən,mɪtəɡeɪʃən mɪtəɡeɪʃən
mitre,mɪtɹi,maɪtɚ maɪtɚ
mod,mɔd,mɑd mɑd mɑd
modality,mədæləti,moʊdæləti moʊdæləti moʊdæləti
moderation,mɑdɝeɪʃən mɑdɚeɪʃən mɒdɝeɪʃən mɒdɚeɪʃən,mɑdəɹeɪʃən mɑdəɹeɪʃən
moderator,mɑdɝeɪtɝ mɑdɝeɪtɚ mɑdɚeɪtɝ mɑdɚeɪtɚ mɒdɝeɪtɝ mɒdɝeɪtɚ mɒdɚeɪtɝ mɒdɚeɪtɚ,mɑdəɹeɪtɚ mɑdəɹeɪtɚ mɑdəɹeɪtɚ mɑdəɹeɪtɚ mɑdəɹeɪtəɹ mɑdəɹeɪtəɹ
modest,mɑdəst mɒdəst,mɑdɪst mɑdɪst mɑdɪst mɑdɪst mɑdɪst mɑdɪst
modestly,mɑdəstli mɒdəstli,mɑdɪstli mɑdɪstli mɑdɪstli mɑdɪstli mɑdɪstli mɑdɪstli
modulate,mɔdʒjuleɪt,mɑdʒəleɪt mɑdʒəleɪt mɑdʒəleɪt mɑdʒəleɪt mɑdʒəleɪt
mohel,moʊəl,mɔɪəl
molasses,məlæsəz,məlæsɪz məlæsɪz məlæsɪz
molestation,moʊlɛsteɪʃən,mɑlɛsteɪʃən
molybdenum,məlɪbdɪnəm,mɑlɪbdənəm
momentary,moʊməntɛɹi,moʊməntəɹi
monarch,mɑnɑɹk mɑnɒɹk mɒnɑɹk mɒnɒɹk,mɑnɚk mɑnəɹk ɑɹk
monarchist,mɑnɑɹkɪst mɑnɒɹkɪst mɒnɑɹkɪst mɒnɒɹkɪst,mɑnɚkɪst
monarchy,mɑnɑɹki mɑnɒɹki mɒnɑɹki mɒnɒɹki,mɑnɚki mɑnɚki mɑnəɹki
monasticism,mənæstəsɪzəm,mənæstɪsɪzəm
monetarily,mɑnətɝɪli mɑnətɚɪli mɒnətɝɪli mɒnətɚɪli,mɑnətɛɹəli
mongol,mɑŋɡəl mɒŋɡəl,mɑŋɡoʊl
mono,moʊnoʊ,mɑnoʊ mɑnoʊ mɑnoʊ
monorail,mɑnɝeɪl mɑnɚeɪl mɒnɝeɪl mɒnɚeɪl,mɑnəɹeɪl mɑnəɹeɪl
monument,mɑnjumənt mɒnjumənt,mɑnjəmənt mɑnjəmənt
moorland,mʊɹlænd,mʊɹlənd
moped,moʊpt,moʊpɛd moʊpɛd
moraine,mɝeɪn mɚeɪn,məɹeɪn məɹeɪn
morale,mɝæl mɚæl,məɹæl məɹæl məɹæl
morality,mɔɹæləti,məɹæləti məɹæləti məɹælɪti
morass,mɝæs mɚæs,məɹæs məɹæs məɹæs
morbid,mɔɹbəd,mɔɹbɪd mɔɹbɪd mɔɹbɪd
morbidly,mɔɹbədli,mɔɹbɪdli mɔɹbɪdli
morel,mɝɛl mɚɛl,mɔɹɛl
morello,mɝɛloʊ mɚɛloʊ,məɹɛloʊ
moribund,mɔɹəbənd,mɔɹɪbʌnd
morose,mɝoʊs mɚoʊs,məɹoʊs məɹoʊs
morrow,mɑɹoʊ mɒɹoʊ,mɔɹoʊ
mortgage,mɔɹɡədʒ,mɔɹɡɪdʒ mɔɹɡɪdʒ
mortification,mɔɹtəfkeɪʃən,mɔɹtəfəkeɪʃən
mortify,mɔɹtɪfaɪ,mɔɹtəfaɪ mɔɹtəfɑɪ
mosh,mɔʃ,mɑʃ
motherfucker,mʌðɝfAH2kɝ mʌðɝfAH2kɚ mʌðɚfAH2kɝ mʌðɚfAH2kɚ,mʌðɚfʌkɚ mʌðɚfʌkɚ
motherfucking,mʌðɝfAH2kɪŋ mʌðɚfAH2kɪŋ,mʌðɚfʌkɪŋ
mothering,mʌðɝɪŋ mʌðɚɪŋ,mʌðəɹɪŋ
motherless,mʌðɝlɪs mʌðɚlɪs,mʌðɚləs
motility,moʊtɪlɪti,moʊtɪləti
motivated,moʊtəveɪtəd,moʊtɪveɪtɪd moʊtɪveɪtɪd
motorized,moʊtɝaɪzd moʊtɚaɪzd,moʊtəɹaɪzd moʊtəɹaɪzd moʊtəɹɑɪzd
mountaineer,maʊntɪnɪɹ,maʊntənɪɹ
mountaineering,maʊntɪnɪɹɪŋ,maʊntənɪɹɪŋ
mounted,maʊntəd,maʊntɪd maʊntɪd
mouser,maʊzɝ maʊzɚ,maʊsɚ
mouthy,maʊθi,maʊði
muffin,mʌfən,mʌfɪn mʌfɪn mʌfɪn
mulatto,məlɑtoʊ məlɒtoʊ,məlætoʊ mʊlɑtoʊ mjʊ
mullet,mʌlət,mʌlɪt mʌlɪt
multicolored,mAH2ltikʌlɝd mAH2ltikʌlɚd,mʌltikʌlɚd
multicultural,mAH2ltikʌltʃɝəl mAH2ltikʌltʃɚəl,mʌltikʌltʃɚəl mʌltikʌltʃəɹəl mʌltɑɪ
multifaceted,mAH2ltifæsətɪd,mʌltifæsɪtɪd
multilateral,mAH2ltɪlætɝəl mAH2ltɪlætɚəl,mʌltilætɚəl mʌltilætəɹəl mʌltɑɪ
multilevel,mAH2ltaɪlɛvəl,mʌltilɛvəl mʌltilɛvəl
multimedia,mAH2ltimidiə,mʌltimidiə mʌltimidiə mʌltɑɪ
multimillionaire,mAH2ltimɪljənɛɹ,mʌltimɪljənɛɹ
multinational,mAH2ltaɪnæʃənəl,mʌltinæʃənəl mʌltinæʃənəl mʌltɑɪ
multiplex,mʌltiplɛks,mʌltəplɛks mʌltəplɛks
multiplication,mAH2ltəpləkeɪʃən,mʌltəpləkeɪʃən mʌltəpləkeɪʃən mʌltəplɪkeɪʃən
multiplicity,mAH2ltəplɪsɪti,mʌltəplɪsəti mʌltəplɪsɪti
multipurpose,mAH2ltipɝpəs mAH2ltipɚpəs,mʌltipɝpəs
multitude,mʌltətud,mʌltɪtud
multivitamin,mAH2ltivaɪtAH2mən,mʌltivaɪtəmɪn
mummification,mAH2mɪfɪkeɪʃən,mʌməfəkeɪʃən
mundane,məndeɪn,mʌndeɪn mʌndeɪn mʌndeɪn
musically,mjuzɪkli,mjuzɪkəli mjuzɪkəli
musicologist,mjuzɪkɑlədʒəst mjuzɪkɒlədʒəst,mjuzɪkɑlədʒɪst
musket,mʌskət,mʌskɪt mʌskɪt
musketeer,mAH2skətiɹ,mʌskətɪɹ mʌskətɪɹ
muslin,mʌzlən,mʌzlɪn mʌzlɪn mʌzlɪn mʌzlɪn
mutterings,mʌtɝɪŋz mʌtɚɪŋz,mʌtɚɹɪŋz
mutuality,mjutʃuælɪti,mjutʃuæləti mjutʃuæləti
myelin,maɪɪlɪn,maɪəlɪn
myocardial,maɪəkɑɹdiəl maɪəkɒɹdiəl,maɪoʊkɑɹdiəl
myrmidon,mɝmɪdɪn mɚmɪdɪn,mɜ˞mədɑn
mysticism,mɪstɪsɪzəm,mɪstəsɪzəm mɪstəsɪzəm
mythical,mɪθəkəl,mɪθɪkəl mɪθɪkəl mɪθɪkəl
mythology,məθɑlədʒi məθɒlədʒi,mɪθɑlədʒi mɪθɑlədʒi mɪθɑlədʒi
nabob,næbɑb næbɒb,neɪbɑb
nacho,nætʃoʊ,nɑtʃoʊ
naively,nɑivli nɒivli,naɪivli
naked,neɪkəd,neɪkɪd neɪkɪd neɪkɪd neɪkɪd
narcissism,nɑɹsɪsɪzəm nɒɹsɪsɪzəm,nɑɹsəsɪzəm
narcissist,nɑɹsɪsɪst nɒɹsɪsɪst,nɑɹsəsɪst
narcissistic,nɑɹsɪsɪstɪk nɒɹsɪsɪstɪk,nɑɹsəsɪstɪk
narrate,nɛɹeɪt,nəɹeɪt næɹeɪt næɹeɪt
nasopharynx,nəsɑfɝɪŋks nəsɑfɚɪŋks nəsɒfɝɪŋks nəsɒfɚɪŋks,neɪzoʊfɛɹɪŋks
nationalist,næʃənələst,næʃənəlɪst næʃənəlɪst næʃənəlɪst
naturalist,nætʃɝələst nætʃɚələst,nætʃɚəlɪst nætʃɚəlɪst nætʃəɹəlɪst
naturalistic,nætʃɝəlɪstɪk nætʃɚəlɪstɪk,nætʃɚɹəlɪstɪk nætʃɚɹəlɪstɪk
naturalization,nætʃɝəlɪzeɪʃən nætʃɚəlɪzeɪʃən,nætʃɚɹələzeɪʃən nætʃəɹələzeɪʃən
nauseate,nɔzieɪt,nɑzieɪt
nauseated,nɔzieɪtəd,nɔzieɪtɪd
nauseating,nɔʒieɪtɪŋ,nɑzieɪtɪŋ nɑzieɪtɪŋ nɔzieɪtɪŋ
nautical,nɔtəkəl,nɑtikəl nɔtɪkəl nɑtɪ
neanderthal,niændɝθɔl niændɚθɔl,niændɚtɑl niændɚtɑl
nearsighted,niɹsaɪtɪd,nɪɹsaɪtɪd nɪəɹsɑɪtɪd
nearsightedness,niɹsaɪtɪdnəs,nɪɹsaɪtɪdnəs
necessarily,nɛsəsɛɹəli,nɛsəsɛɹɪli nɛsəsɛəɹəli ̠sɛɹ
necropolis,nəkɹɑpələs nəkɹɒpələs,nɛkɹɑəlɪs
necrosis,nəkɹoʊsəs,nɛkɹoʊsɪs
needed,nidəd,nidɪd
negation,nəɡeɪʃən,nɪɡeɪʃən nɪɡeɪʃən nɪɡeɪʃən nɪɡeɪʃən
negativism,nɛɡətɪvɪzəm,tɪ
neglect,nəɡlɛkt,nɪɡlɛkt nɪɡlɛkt
neglected,nəɡlɛktəd,nɪɡlɛktɪd
negotiable,nəɡoʊʃəbəl,nəɡoʊʃiə nəɡoʊʃiə nəɡoʊʃiə nɪɡoʊʃəbəl ʃiə
negotiator,nəɡoʊʃieɪtɝ nəɡoʊʃieɪtɚ,nɪɡoʊʃieɪtɚ nɪɡoʊʃieɪtəɹ
neighbor,neɪbɝ neɪbɚ,neɪbəɹ
neighboring,neɪbɝɪŋ neɪbɚɪŋ,neɪbəɹɪŋ neɪbəɹɪŋ
neighborly,neɪbɝli neɪbɚli,neɪbəɹli
neighbouring,neɪbɝɪŋ neɪbɚɪŋ,neɪbəɹɪŋ
neither,niðɝ niðɚ,naɪðɚ niðəɹ nɑɪ
neophyte,niəfaɪt,nioʊfaɪt niəfɑɪt
neoprene,niəpɹin,nioʊpɹin
nerves,nɝvz nɚvz,nɜɹvz
neurologist,nʊɹɑlədʒəst nʊɹɒlədʒəst,nʊɹɑlədʒɪst
neuronal,nʊɹoʊnəlz,nʊɹoʊnəl
neuropathy,nʊɹoʊpæθi,nʊɹɑpəθi
neuroscience,njʊɹoʊsaɪəns,nʊɹoʊsaɪəns
neuroscientist,njʊɹoʊsaɪəntɪst,nʊɹoʊsaɪəntɪst
neurosis,nʊɹoʊsəs,nʊɹoʊsɪs nʊɹoʊsɪs
neurosurgery,nʊɹoʊsɝdʒɝi nʊɹoʊsɝdʒɚi nʊɹoʊsɚdʒɝi nʊɹoʊsɚdʒɚi,nʊɹoʊsɝdʒəɹi
newcomer,nukAH2mɝ nukAH2mɚ,nukʌmɚ nukʌməɹ
newsflash,nusflæʃ,nuzflæʃ
niacin,naɪəsən,naɪəsɪn
nicety,naɪsɪti,naɪsəti naɪsəti
niche,nɪʃ,nɪtʃ nɪtʃ nɪtʃ nɪtʃ nɪtʃ nɪtʃ nɪtʃ nɪtʃ
nightclub,naɪtklAH2b,naɪtklʌb nɑɪtklʌb
nightfall,naɪtfɔl,naɪtfɑl nɑɪtfɔl
nighthawk,naɪthɔk,naɪthɑk naɪthɑk naɪthɑk
ninetieth,naɪntiɪθ,naɪntiəθ nɑɪntiəθ nɑɪntiəθ
nirvana,nɪɹvɑnə nɪɹvɒnə,nɚvɑnə nɚvɑnə
nitroglycerine,naɪtɹoʊɡlɪsɝən naɪtɹoʊɡlɪsɚən,naɪtɹoʊɡlɪsɚin
nobly,nɑbli nɒbli,noʊbli noʊbli noʊbli
nodule,nɑdʒul nɒdʒul,nɑdjul
noir,nɔɪɹ,nwɑɹ nwɑɹ
nomenclature,noʊmənkleɪtʃɝ noʊmənkleɪtʃɚ,noʊmɛnkleɪtʃɚ noʊmənkleɪtʃəɹ
nominate,nɑmənət nɒmənət,nɑməneɪt nɑməneɪt nɑməneɪt nɑməneɪt nɑməneɪt
nonetheless,nAH2nðəlɛs,nʌnðəlɛs nʌnðəlɛs
nonexistent,nɑnəɡzɪstənt nɒnəɡzɪstənt,nɑnɪɡzɪstənt
nonprofit,nɑnpɹɑfət nɑnpɹɒfət nɒnpɹɑfət nɒnpɹɒfət,nɑnpɹɑfɪt
nonproliferation,nɑnpɹəlɪfɝeɪʃən nɑnpɹəlɪfɚeɪʃən nɒnpɹəlɪfɝeɪʃən nɒnpɹəlɪfɚeɪʃən,nɑnpɹəlɪfəɹeɪʃən
nonsectarian,nɑnsɛktɛɹiən nɒnsɛktɛɹiən,nɑnsɛktəɛɹiən nɑnsɛktəɛɹiən
nonsmoker,nɑnsmoʊkɝ nɑnsmoʊkɚ nɒnsmoʊkɝ nɒnsmoʊkɚ,nɑnsmoʊkəɹ
nonstandard,nɑnstændɝd nɑnstændɚd nɒnstændɝd nɒnstændɚd,nɑnstændəɹd
nostalgia,nɔstældʒə,nɑstældʒə nɑstældʒə nə
nostalgic,nɔstældʒɪk,nɑstældʒɪk
nostril,nɑstɹɪl nɒstɹɪl,nɑstɹəl nɑstɹəl
noted,noʊtəd,noʊtɪd
notice,noʊtəs,noʊtɪs noʊtɪs noʊtɪs
noticeable,noʊtəsəbəl,noʊtɪsəbəl noʊtɪsəbəl
notoriety,noʊtɝaɪəti noʊtɚaɪəti,noʊtəɹaɪəti noʊtəɹɑɪɪti
nous,nus,naʊs
novelist,nɑvələst nɒvələst,nɑvəɪst nɑvəlɪst
nullification,nAH2ləfəkeɪʃən,nʌləfəkeɪʃən nʌləfəkeɪʃən
numeral,numɝəl numɚəl,numəɹəl numəɹəl
numerical,numɛɹəkəl,numɛɹɪkəl numɛɹɪkəl numɛɹɪkəl
numerically,numɛɹɪkli,numɛɹɪkəli
numerous,numɝəs numɚəs,numəɹəs numəɹəs
numismatist,numɪsmətɪst,numɪzmətɪst
nuptial,nʌptʃəl,nʌpʃəl nʌpʃəl tʃəl
nuptials,nʌptʃəlz,nʌpʃəlz nʌpʃəlz tʃəlz
obdurate,ɑbdɝət ɑbdɚət ɒbdɝət ɒbdɚət,ɑbdʊɹɪt ɑbdʊɹɪt
object,ɑbdʒɛkt ɒbdʒɛkt,ɑbdʒɪkt ɑbdʒɪkt ɑbdʒɪkt ɑbdʒɪkt ɑbdʒɪkt dʒɛkt ɑbdʒɪkt dʒɛkt ɑbdʒɪkt dʒɛkt ɑbdʒɪkt dʒɛkt
objectively,ɑbdʒɛktɪvli ɒbdʒɛktɪvli,əbdʒɛktɪvli əbdʒɛktɪvli ɑb
oblique,əblik,oʊblik oʊblik oʊblik oʊblik ə oʊblik ə
obliquely,əblikli,oʊblikli oʊblikli
obliterate,əblɪtɝeɪt əblɪtɚeɪt,əblɪtəɹeɪt əblɪtəɹeɪt əblɪtəɹeɪt oʊ
obliteration,əblɪtɝeɪʃən əblɪtɚeɪʃən,əblɪtəɹeɪʃən
obnoxious,ɑbnɑkʃəs ɑbnɒkʃəs ɒbnɑkʃəs ɒbnɒkʃəs,əbnɑkʃəs əbnɑkʃəs ɑb
obscene,ɑbsin ɒbsin,əbsin əbsin əbsin ɑb
obscenely,ɑbsinəli ɒbsinəli,əbsinli əbsinli
obsessively,ɑbsɛsɪvli ɒbsɛsɪvli,əbsɛsɪvli
obsidian,əbsɪdiən,ɑbsɪdiən
obstetric,əbstɛtɹɪk,ɑbstɛtɹɪk
occasional,ɔkeɪʒənəl,əkeɪʒənəl əkeɪʒənəl
occasionally,ɔkeɪʒənəli,əkeɪʒənəli əkeɪʒənəli
occipital,ɑksɪpətəl ɒksɪpətəl,ɑksɪpɪtəl
octogenarian,ɑktədʒɪnɛɹiən ɒktədʒɪnɛɹiən,ɑktoʊdʒənɛɹiən
octopus,ɑktəpʊs ɒktəpʊs,ɑktəpəs ɑktəpəs pʊs
oculist,ɔkjulɪst,ɑkjəlɪst
odor,oʊdɝ oʊdɚ,oʊdəɹ
oeuvre,uvɹə,ɜvɹə
offer,ɔfɝ ɔfɚ,ɑfɚ ɑfɚ ɑfɚ ɔfəɹ ɑfəɹ ɔfəɹ ɑfəɹ
offering,ɔfɝɪŋ ɔfɚɪŋ,ɑfɚɪŋ ɔfəɹɪŋ ɑfəɹ
office,ɔfəs,ɑfɪs ɑfɪs ɑfɪs ɑfɪs ɔfɪs ɑfɪs ɔfɪs ɑfɪs ɔfɪs ɑfɪs ɔfɪs ɑfɪs
officer,ɔfəsɝ ɔfəsɚ,ɑfɪsɚ ɑfɪsɚ ɑfɪsɚ ɔfəsəɹ ɑfə ɔfəsəɹ ɑfə ɔfəsəɹ ɑfə
offline,ɔflaɪn,ɑflaɪn ɒflaɪn
oft,ɔft,ɑft
oftentimes,ɔftəntaɪmz,ɑfəntaɪmz
oilman,ɔɪlmæn,ɔɪlmən
olfactory,oʊlfæktɝi oʊlfæktɚi,ɑlfæktɛɹi
oligarch,oʊlɪɡɑɹk oʊlɪɡɒɹk,ɑlɪɡɑɹk ɑlɪɡɑɹk
oligarchy,ɑləɡɑɹki ɑləɡɒɹki ɒləɡɑɹki ɒləɡɒɹki,ɑlɪɡɑɹki ɑlɪɡɑɹki ɑlɪɡɑɹki ɑlɪɡɑɹki oʊlɪ
olive,ɑləv ɒləv,ɑlɪv ɑlɪv ɑlɪv
omega,oʊmɛɡə,oʊmeɪɡə
omelet,ɑmlət ɒmlət,ɑmələt ɑmlɪt ɑmə
oncologist,ɑŋkɑlədʒɪst ɑŋkɒlədʒɪst ɒŋkɑlədʒɪst ɒŋkɒlədʒɪst,ɑnkɑlədʒɪst
oncology,ɑŋkɑlədʒi ɑŋkɒlədʒi ɒŋkɑlədʒi ɒŋkɒlədʒi,ɑnkɑlədʒi
oncoming,ɔnkAH2mɪŋ,ɑnkʌmɪŋ ɔnkʌmɪŋ ɑn
onerous,oʊnɝəs oʊnɚəs,ɑnɚəs ɑnəɹəs oʊnə
oneself,wAH2nsɛlf,wʌnsɛlf wʌnsɛlf
online,ɔnlaɪn,ɑnlaɪn ɔnlɑɪn ɑn
onlooker,ɔnlʊkɝ ɔnlʊkɚ,ɑnlʊkɚ ɔnlʊkəɹ ɑn
ontological,ɑntəlɑdʒɪkəl ɑntəlɒdʒɪkəl ɒntəlɑdʒɪkəl ɒntəlɒdʒɪkəl,ɑntoʊlɑdʒɪkəl
onward,ɔnwɝd ɔnwɚd,ɑnwɚd ɔnwəɹd ɑn
oolong,ulɔŋ,ulɑŋ
oomph,umf,ʊmf
operate,ɑpɝeɪt ɑpɚeɪt ɒpɝeɪt ɒpɚeɪt,ɑpəɹeɪt ɑpəɹeɪt ɑpəɹeɪt ɑpəɹeɪt
operatic,ɑpɝætɪk ɑpɚætɪk ɒpɝætɪk ɒpɚætɪk,ɑpəɹætɪk
operating,ɑpɝeɪtɪŋ ɑpɚeɪtɪŋ ɒpɝeɪtɪŋ ɒpɚeɪtɪŋ,ɑpəɹeɪtɪŋ ɑpəɹeɪtɪŋ
operation,ɑpɝeɪʃən ɑpɚeɪʃən ɒpɝeɪʃən ɒpɚeɪʃən,ɑpəɹeɪʃən ɑpəɹeɪʃən ɑpəɹeɪʃən ɑpəɹeɪʃən ɑpəɹeɪʃən ɑpəɹeɪʃən ɑpəɹeɪʃən ɑpəɹeɪʃən ɑpəɹeɪʃən ɑpəɹeɪʃən
operational,ɑpɝeɪʃənəl ɑpɚeɪʃənəl ɒpɝeɪʃənəl ɒpɚeɪʃənəl,ɑpəɹeɪʃənəl ɑpəɹeɪʃənəl ɑpəɹeɪʃənəl
operator,ɑpɝeɪtɝ ɑpɝeɪtɚ ɑpɚeɪtɝ ɑpɚeɪtɚ ɒpɝeɪtɝ ɒpɝeɪtɚ ɒpɚeɪtɝ ɒpɚeɪtɚ,ɑpəɹeɪtɚ ɑpəɹeɪtɚ ɑpəɹeɪtɚ ɑpəɹeɪtɚ ɑpəɹeɪtəɹ ɑpəɹeɪtəɹ ɑpəɹeɪtəɹ
operetta,ɑpɝɛtə ɑpɚɛtə ɒpɝɛtə ɒpɚɛtə,ɑpəɹɛtə ɑpəɹɛtə
ophthalmologist,ɑpθəmɑlədʒɪst ɑpθəmɒlədʒɪst ɒpθəmɑlədʒɪst ɒpθəmɒlədʒɪst,ɑfθælmɑlədʒɪst ɑfθəlmɑlədʒɪst ɑp
ophthalmology,ɑpθəmɑlədʒi ɑpθəmɒlədʒi ɒpθəmɑlədʒi ɒpθəmɒlədʒi,ɑfθælmɑlədʒi
opossum,oʊpɑsəm oʊpɒsəm,əpɑsəm əpɑsəm
optically,ɑptɪkli ɒptɪkli,ɑptɪkəli ɑptɪkəli
optimal,ɑptɪməl ɒptɪməl,ɑptəməl ɑptəməl
optimism,ɑptɪmɪzəm ɒptɪmɪzəm,ɑptəmɪzəm ɑptəmɪzəm
optimist,ɑptɪmɪst ɒptɪmɪst,ɑptəmɪst
optimistic,ɑptɪmɪstɪk ɒptɪmɪstɪk,ɑptəmɪstɪk
optimistically,ɑptɪmɪstɪkəli ɒptɪmɪstɪkəli,ɑptəmɪstɪkəli
optimization,ɑptɪmɪzeɪʃən ɒptɪmɪzeɪʃən,ɑptəməzeɪʃən ɒptɪməzeɪʃən
optimize,ɑptɪmaɪz ɒptɪmaɪz,ɑptəmaɪz
optimum,ɑptɪməm ɒptɪməm,ɑptəməm ɑptəməm
orange,ɔɹəndʒ,ɔɹɪndʒ ɔɹɪndʒ ɔɹɪndʒ ɑɹ
oratorio,ɑɹətɔɹioʊ ɒɹətɔɹioʊ,ɔɹətɔɹioʊ ɔɹətɔɹioʊ ɑɹ toʊɹ
orbit,ɔɹbət,ɔɹbɪt ɔɹbɪt ɔɹbɪt ɔɹbɪt
orbital,ɔɹbətəl,ɔɹbɪtəl ɔɹbɪtəl ɔɹbɪtəl
orbiter,ɔɹbətɝ ɔɹbətɚ,ɔɹbɪtɚ
orchestrate,ɔɹkɪstɹeɪt,ɔɹkəstɹeɪt ɔɹkəstɹeɪt ɔɹkəstɹeɪt ɔɹkəstɹeɪt
orchid,ɔɹkəd,ɔɹkɪd ɔɹkɪd
ordnance,ɔɹdnəns,ɔɹddnəns ɔɹddnəns
organically,ɔɹɡænɪkli,ɔɹɡænɪkəli ɔɹɡænɪkəli ɔɹɡænɪkəli ɔɹɡænɪkəli
organist,ɔɹɡənəst,ɔɹɡənɪst ɔɹɡənɪst
orient,ɔɹiɛnt,ɔɹiənt oʊɹ ɛnt ɔɹiənt oʊɹ ɛnt
orientated,ɔɹiənteɪtɪd,ɔɹiɛnteɪtɪd
oriented,ɔɹiɛntəd,ɔɹiɛntɪd oʊɹ
orifice,ɔɹəfəs,ɔɹəfɪs
origami,ɔɹiɡɑmi ɔɹiɡɒmi,ɔɹɪɡɑmi
origin,ɔɹədʒən,ɔɹədʒɪn ɔɹədʒɪn ɔɹədʒɪn ɔɹədʒɪn ɔɹədʒɪn ɑɹ ɔɹədʒɪn ɑɹ ɔɹədʒɪn ɑɹ
original,ɝɪdʒənəl ɚɪdʒənəl,əɹɪdʒənəl əɹɪdʒənəl əɹɪdʒənəl əɹɪdʒənəl əɹɪdʒənəl əɹɪdʒənəl
originality,ɝɪdʒənælɪti ɚɪdʒənælɪti,əɹɪdʒənæləti
originally,ɝɪdʒənəli ɚɪdʒənəli,əɹɪdʒənəli əɹɪdʒənəli
originate,ɝɪdʒəneɪt ɚɪdʒəneɪt,əɹɪdʒəneɪt əɹɪdʒəneɪt əɹɪdʒəneɪt
originator,ɝɪdʒəneɪtɝ ɝɪdʒəneɪtɚ ɚɪdʒəneɪtɝ ɚɪdʒəneɪtɚ,əɹɪdʒəneɪtɚ
ornithological,ɔɹnɪθəlɔdʒɪkəl,ɔɹnəθəlɑdʒɪkəl
ornithology,ɔɹnɪθɑlədʒi ɔɹnɪθɒlədʒi,ɔɹnəθɑlədʒi ɔɹnəθɑlədʒi
orphanage,ɔɹfənədʒ,ɔɹfənɪdʒ ɔɹfənɪdʒ
orthodontic,ɔɹθədɑntɪk ɔɹθədɒntɪk,ɔɹθoʊdɑntɪk
orthodontics,ɔɹθədɑntɪks ɔɹθədɒntɪks,ɔɹθoʊdɑntɪks
orthodontist,ɔɹθədɑntəst ɔɹθədɒntəst,ɔɹθoʊdɑntɪst ɔɹθədɑntɪst
orthography,ɔɹθɑɡɹəfi ɔɹθɒɡɹəfi,ɔθɑɡɹəfi
orthopedist,ɔɹθəpidəst,ɔɹθəpidɪst
oryx,ɔɹɪks,ɔɹɹɪks
oscilloscope,ɔsɪləskoʊp,əsɪləskoʊp
osmosis,ɔzmoʊsɪs,ɑzmoʊsɪs ɑzmoʊsɪs ɑzmoʊsɪs ɑs ɑzmoʊsɪs ɑs
osmotic,ɑzmɑtək ɑzmɒtək ɒzmɑtək ɒzmɒtək,ɑzmɑtɪk
osprey,ɔspɹi,ɑspɹi
osteoporosis,ɔstiɑpɝoʊsɪs ɔstiɑpɚoʊsɪs ɔstiɒpɝoʊsɪs ɔstiɒpɚoʊsɪs,ɑstioʊpəɹoʊsɪs ɑstioʊpəɹoʊsɪs
ostinato,ɑstənɑtoʊ ɑstənɒtoʊ ɒstənɑtoʊ ɒstənɒtoʊ,ɑstɪnɑtoʊ
ostracism,ɔstɹəsɪzəm,ɑstɹəsɪzəm
ostracize,ɔstɹəsaɪz,ɑstɹəsaɪz ɑstɹəsɑɪz
others,ʌðɝz ʌðɚz,ʌðəɹz
outage,aʊtədʒ,aʊtɪdʒ
outcome,aʊtkAH2m,aʊtkʌm ɑʊtkʌm ɑʊtkʌm
outgoing,aʊtɡoʊɪŋ,ɑʊtɡoʊɪŋ ɑʊtɡoʊɪŋ aʊtɡəʊɪŋ aʊtɡəʊɪŋ
outgun,aʊtɡAH2n,aʊtɡʌn aʊtɡʌn
outlaw,aʊtlɔ,aʊtlɑ ɑʊtlɔ
outmoded,aʊtmoʊdəd,aʊtmoʊdɪd ɑʊtmoʊdɪd
