Word,Pronunciation
terrorize, ˈterəraɪz
terry, ˈteri
terse, tɝːs tɜrs
tersely, ˈtɝːsli
terseness, ˈtɝːsnəs
tertiary, ˈtɝːʃieri ˈtɝːʃieri ˈtɝːʃieri
tertius, ˈtɝːʃiəs
test, test test test test test test test test
testa, ˈtestə
testament, ˈtestəmənt ˈtestəmənt ˈtes·tə·mənt ˈtes·tə·mənt
tester, ˈtestɚ ˈtestɚ ˈtes·tər ˈtes·tər
testicle, ˈtestɪkəl ˈtes·tɪ·kəl
testicular, tesˈtɪkjəlɚ
testify, ˈtestəfaɪ ˈtestəfaɪ ˈtes·təˌfɑɪ
testimonial, ˌtestəˈmoʊniəl ˌtestəˈmoʊniəl
testimony, ˈtestəmoʊni ˈtes·təˌmoʊ·ni
testing, ˈtestɪŋ ˈtes·tɪŋ
testosterone, ˌtesˈtɑːstɚoʊn tesˈtɑs·təˌroʊn
testy, ˈtesti ˈtes·ti
tetanus, ˈtetənəs ˈtet·ən·əs
tether, ˈteðɚ ˈteð·ər
tethered, ˈteðɚd ˈteðɚd
text, tekst tekst tekst tekst tekst
textbook, ˈtekstbʊk ˈtekstˌbʊk
textile," ˈtekstaɪl ˈteks·tɑɪl, ·tɪl"
texting, ˈtekstɪŋ ˈtekstɪŋ
texture, ˈtekstʃɚ ˈtekstʃɚ ˈtekstʃɚ ˈtekstʃɚ ˈtekstʃɚ ˈtekstʃɚ ˈtekstʃɚ ˈteks·tʃər ˈteks·tʃər ˈteks·tʃər
textured, ˈtekstʃɚd ˈtekstʃɚd ˈtekstʃɚd ˈtekstʃɚd ˈtekstʃɚd ˈtekstʃɚd ˈtekstʃɚd ˈtekstʃɚd ˈtekstʃɚd ˈteks·tʃərd
thalamus, ˈθæləməs
thalidomide, θəˈlɪdəmaɪd
thallium, ˈθæliəm
than," strong ðæn strong ðæn ðæn, ðən ðæn, ðən"
thane, θeɪn θeɪn
thank, θæŋk θæŋk θæŋk
thankful, ˈθæŋkfəl ˈθæŋk·fəl
thankfully, ˈθæŋkfəli
thankless, ˈθæŋkləs ˈθæŋk·ləs
thanks, θæŋks θæŋks
thanksgiving, ˌθæŋksˈɡɪvɪŋ
that," ðæt ðæt ðæt, ðət ðæt, ðət"
thatch, θætʃ
thatched, θætʃt
thatcher, ˈθætʃɚ
thaw, θɑː θɑː θɔ
the," strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː strong ðiː ðə, ði ðə, ði ðə, ði ðə, ði ðə, ði ðə, ði ðə, ði ðə, ði ðə, ði ðə, ði"
theater, ˈθiːət̬ɚ ˈθiːət̬ɚ ˈθi·ə·t̬ər ˈθi·ə·t̬ər
theatergoer, ˈθiːət̬ɚˌɡoʊɚ
theatre, ˈθiːət̬ɚ ˈθiːət̬ɚ ˈθiːət̬ɚ ˈθiːət̬ɚ ˈθiːət̬ɚ
theatrical, θiˈætrɪkəl θiˈætrɪkəl θiˈætrɪkəl θiˈæ·trɪ·kəl θiˈæ·trɪ·kəl
theatricality, θiˌætrɪˈkælət̬i θiˌætrɪˈkælət̬i
theatrically, θiˈætrɪkəli θiˈætrɪkəli θiˈætrɪkəli
theatrics, θiˈætrɪks θiˈætrɪks
thee, ðiː
theft, θeft θeft θeft
their, ðer ðer ðeər ðeər
theirs, ðerz ðeərz
them," strong ðem strong ðem strong ðem ðem, ðəm ðem, ðəm"
thematic, θiːˈmæt̬ɪk θiˈmæt̬·ɪk
thematically, θiːˈmæt̬ɪkəli
theme, θiːm θiːm θiːm θim θim θim
themed, θiːmd θiːmd
themselves," ðəmˈselvz ðəmˈselvz ðemˈselvz, ðəm- ðemˈselvz, ðəm-"
then, ðen ðen
thence, ðens
theocracy, θiˈɑːkrəsi θiˈɑːkrəsi θiˈɑk·rə·si
theologian, ˌθiːəˈloʊdʒən ˌθi·əˈloʊ·dʒən
theological, ˌθiːəˈlɑːdʒɪkəl
theologically, ˌθiːəˈlɑːdʒɪkəli
theology, θiˈɑːlədʒi θiˈɑːlədʒi θiˈɑl·ə·dʒi
theorem, ˈθiːrəm ˈθɪər·əm
theoretical, ˌθiːəˈret̬əkəl ˌθiːəˈret̬əkəl ˌθi·əˈret̬·ɪ·kəl
theoretically, ˌθiːəˈret̬əkəli
theorist," ˈθiːɚɪst ˈθɪər·ɪst, ˈθi·ər·ɪst"
theorize, ˈθɪraɪz ˈθi·əˌrɑɪz
theory," ˈθɪri ˈθɪər·i, ˈθi·ə·ri"
therapeutic, ˌθerəˈpjuːt̬ɪk ˌθerəˈpjuːt̬ɪk ˌθer·əˈpju·t̬ɪk
therapeutically, ˌθerəˈpjuːt̬ɪkəli
therapist, ˈθerəpɪst
therapy, ˈθerəpi ˈθer·ə·pi
there, ðer ðer ðer ðeər
thereabouts, ˈðerəbaʊts
thereafter, ˌðerˈæftɚ ˌðeərˈæf·tər
thereby, ˌðerˈbaɪ ˌðeərˈbaɪ
therefore," ˈðerfɔːr ˈðeərˌfɔr, -ˌfoʊr"
therein, ˌðerˈɪn ˌðeərˈɪn
thereof, ˌðerˈɑːv ˌðeərˈʌv
thereon, ˌðerˈɑːn
thereupon, ˌðerəˈpɑːn ˌðerəˈpɑːn
thermal, ˈθɝːməl ˈθɝːməl ˈθɜr·məl ˈθɜr·məl
thermometer, θɚˈmɑːmət̬ɚ θərˈmɑm·ɪ·t̬ər
thermonuclear, ˌθɝːmoʊˈnuːkliːɚ
thermoplastic, ˌθɝːmoʊˈplæstɪk
thermos, ˈθɜr·məs
thermosetting, ˌθɝːmoʊˈset̬ɪŋ
thermostat, ˈθɝːməstæt ˈθɜr·məˌstæt
thesaurus, θɪˈsɔːrəs θəˈsɔr·əs
these, ðiːz ðiz
thesis, ˈθiːsɪs ˈθiːsɪs ˈθi·sɪs ˈθi·sɪs
thespian, ˈθespiən
theta, ˈθeɪt̬ə
they, ðeɪ ðeɪ ðeɪ ðeɪ ðeɪ
thick, θɪk θɪk θɪk θɪk θɪk θɪk θɪk θɪk θɪk
thicken, ˈθɪkən ˈθɪk·ən
thickener, ˈθɪkənɚ
thickening, ˈθɪkənɪŋ ˈθɪkənɪŋ ˈθɪkənɪŋ
thicket, ˈθɪkɪt ˈθɪk·ɪt
thickly, ˈθɪkli ˈθɪkli ˈθɪkli ˈθɪkli ˈθɪkli ˈθɪk·li
thickness, ˈθɪknəs ˈθɪknəs ˈθɪknəs ˈθɪk·nəs ˈθɪk·nəs
thief, θiːf θif
thievery, ˈθiːvɚi
thieving, ˈθiːvɪŋ
thigh, θaɪ θɑɪ
thimble, ˈθɪmbəl ˈθɪm·bəl
thin, θɪn θɪn θɪn θɪn θɪn θɪn θɪn θɪn θɪn θɪn θɪn θɪn
thine, ðaɪn
thing, θɪŋ θɪŋ θɪŋ θɪŋ θɪŋ θɪŋ θɪŋ
thingamabob, ˈθɪŋəməbɑːb
things, θɪŋ θɪŋ θɪŋ
thingy, ˈθɪŋi
think, θɪŋk θɪŋk θɪŋk θɪŋk θɪŋk θɪŋk θɪŋk θɪŋk
thinker, ˈθɪŋkɚ ˈθɪŋ·kər
thinking, ˈθɪŋkɪŋ ˈθɪŋkɪŋ ˈθɪŋ·kɪŋ ˈθɪŋ·kɪŋ
thinly, ˈθɪnli ˈθɪnli ˈθɪnli ˈθɪn·li ˈθɪn·li
thinner, ˈθɪnɚ ˈθɪn·ər
thinness, ˈθɪnnəs ˈθɪnnəs ˈθɪnnəs ˈθɪnnəs ˈθɪnnəs ˈθɪnnəs
third, θɝːd θɜrd θɜrd
thirdly, ˈθɝːdli
thirst, θɝːst θɝːst θɜrst θɜrst
thirsty, ˈθɝːsti ˈθɝːsti ˈθɝːsti ˈθɜr·sti
thirteen, θɝːˈtiːn ˌθɜrtˈtin
thirteenth, θɝːˈtiːnθ ˌθɜrtˈtinθ ˌθɜrtˈtinθ
thirties, ˈθɝːt̬iz ˈθɜr·t̬iz
thirtieth, ˈθɝːt̬iəθ ˈθɜr·t̬i·ɪθ ˈθɜr·t̬i·ɪθ
thirty, ˈθɝːt̬i ˈθɜr·t̬i
this, ðɪs ðɪs ðɪs
thistle, ˈθɪsəl ˈθɪs·əl
tho, ðoʊ
thong," θɑːŋ θɑːŋ θɑːŋ θɔŋ, θɑŋ θɔŋ, θɑŋ"
thoracic, θəˈræsɪk θəˈræsɪk
thorax, ˈθɔːræks ˈθɔːræks
thorn, θɔːrn θɔrn
thorny, ˈθɔːrni ˈθɔːrni ˈθɔr·ni ˈθɔr·ni
thorough," ˈθɝːə ˈθɝːə ˈθɜr·oʊ, ˈθʌr- ˈθɜr·oʊ, ˈθʌr-"
thoroughbred," ˈθɝːəbred ˈθɜr·əˌbred, ˈθʌr-"
thoroughfare," ˈθɝːəfer ˈθɜr·əˌfeər, ˈθʌr-"
thoroughly," ˈθɝːəli ˈθɝːəli ˈθɜr·ə·li, ˈθʌr- ˈθɜr·ə·li, ˈθʌr-"
thoroughness," ˈθɝːənəs ˈθɜr·ə·nəs, ˈθʌr-"
those, ðoʊz ðoʊz
thou, ðaʊ ðɑʊ
though, ðoʊ ðoʊ ðoʊ
thought, θɑːt θɔt
thoughtful, ˈθɑːtfəl ˈθɑːtfəl ˈθɑːtfəl ˈθɔt·fəl ˈθɔt·fəl
thoughtfully, ˈθɑːtfəli ˈθɑːtfəli ˈθɑːtfəli ˈθɔt·fə·li
thoughtfulness, ˈθɑːtfəlnəs ˈθɑːtfəlnəs ˈθɑːtfəlnəs ˈθɔt·fəl·nəs
thoughtless, ˈθɑːtləs ˈθɔt·ləs
thousand, ˈθaʊzənd ˈθɑʊ·zənd
thousandth, ˈθaʊzənθ ˈθɑʊ·zənθ ˈθɑʊ·zənθ
thrash, θræʃ θræʃ θræʃ θræʃ θræʃ θræʃ θræʃ
thrashing, ˈθræʃɪŋ ˈθræʃɪŋ ˈθræʃɪŋ
thread, θred θred θred θred θred θred θred θred
threadbare, ˈθredber ˈθredber ˈθredˌbeər
threading, ˈθredɪŋ ˈθredɪŋ
threat, θret θret θret
threaten, ˈθretən ˈθretən ˈθretən ˈθret·ən ˈθret·ən
threatened, ˈθretənd ˈθretənd ˈθretənd ˈθretənd
threatening, ˈθretənɪŋ ˈθretənɪŋ ˈθret·ən·ɪŋ ˈθret·ən·ɪŋ
three, θriː θri θri
threefold, ˈθriːfoʊld ˈθriːfoʊld
threesome, ˈθriːsəm ˈθriːsəm ˈθri·səm
thresh, θreʃ θreʃ
threshold," ˈθreʃhoʊld ˈθreʃhoʊld ˈθreʃˌoʊld, ˈθreʃˌhoʊld ˈθreʃˌoʊld, ˈθreʃˌhoʊld"
threw, θruː θru
thrice, θraɪs
thrift, θrɪft θrɪft θrɪft θrɪft θrɪft
thrifty, ˈθrɪfti
thrill, θrɪl θrɪl
thrilled, θrɪld θrɪld
thriller, ˈθrɪlɚ ˈθrɪl·ər
thrilling, ˈθrɪlɪŋ ˈθrɪl·ɪŋ
thrive, θraɪv θrɑɪv
thriving, ˈθraɪvɪŋ ˈθrɑɪ·vɪŋ
throat, θroʊt θroʊt
throaty, ˈθroʊt̬i ˈθroʊ·t̬i
throb, θrɑːb θrɑːb θrɑb
throes, θroʊz
thrombosis, θrɑːmˈboʊsɪs
throne, θroʊn θroʊn
throng," θrɑːŋ θrɔŋ, θrɑŋ"
throttle, ˈθrɑːt̬əl ˈθrɑt̬·əl
through, θruː θruː θruː θru θru θru θru
throughout, θruːˈaʊt ˌθruˈɑʊt
throughput, ˈθruːpʊt ˈθruːpʊt ˈθruːpʊt
throughway, ˈθruːweɪ ˈθruˌweɪ
throw, θroʊ θroʊ θroʊ θroʊ θroʊ θroʊ θroʊ θroʊ
throwaway, ˈθroʊəweɪ ˈθroʊ·əˌweɪ
throwback, ˈθroʊbæk ˈθroʊˌbæk
thrown, θroʊn θroʊn
thru, θruː
thrush, θrʌʃ θrʌʃ θrʌʃ
thrust, θrʌst θrʌst
thruway, ˈθruːweɪ ˈθruˌweɪ
thud, θʌd θʌd
thug, θʌɡ θʌɡ
thuggery, ˈθʌɡɚi
thumb, θʌm θʌm
thumbnail, ˈθʌmneɪl ˈθʌmneɪl ˈθʌmˌneɪl ˈθʌmˌneɪl
thump, θʌmp θʌmp θʌmp
thumping, ˈθʌmpɪŋ
thunder, ˈθʌndɚ ˈθʌndɚ ˈθʌn·dər
thunderbolt, ˈθʌndɚboʊlt ˈθʌndɚboʊlt ˈθʌn·dərˌboʊlt
thundering, ˈθʌndɚɪŋ
thunderous, ˈθʌndɚəs ˈθʌn·dər·əs
thunderstorm, ˈθʌndɚstɔːrm ˈθʌn·dərˌstɔrm
thunderstruck, ˈθʌndɚstrʌk
thus, ðʌs ðʌs ðʌs
thusly, ˈðʌsli
thwart, θwɔːrt θwɔrt
thy, ðaɪ
thyme, taɪm tɑɪm
thyroid, ˈθaɪrɔɪd
thyself, ðaɪˈself
ti, tiː
tiara," tiˈerə tiˈær·ə, -ˈɑr·ə, -ˈeər·ə"
tibia, ˈtɪbiə
tic, tɪk tɪk
tick, tɪk tɪk tɪk tɪk tɪk
ticker, ˈtɪkɚ ˈtɪkɚ -ɚ -ɚ -ɚ
ticket, ˈtɪkɪt ˈtɪkɪt ˈtɪkɪt ˈtɪkɪt ˈtɪkɪt ˈtɪkɪt ˈtɪk·ɪt ˈtɪk·ɪt ˈtɪk·ɪt
ticketing, ˈtɪkɪt̬ɪŋ
ticking, ˈtɪkɪŋ ˈtɪkɪŋ
tickle, ˈtɪkəl ˈtɪkəl ˈtɪkəl ˈtɪk·əl
ticklish, ˈtɪkəlɪʃ ˈtɪkəlɪʃ ˈtɪk·lɪʃ ˈtɪk·lɪʃ
tidal, ˈtaɪdəl ˈtɑɪd·əl
tidbit, ˈtɪdbɪt ˈtɪdˌbɪt
tiddly, ˈtɪdəli ˈtɪdəli
tiddlywinks, ˈtɪdəliwɪŋks
tide, taɪd taɪd tɑɪd tɑɪd
tidings, ˈtaɪdɪŋz
tidy, ˈtaɪdi ˈtaɪdi ˈtɑɪ·di ˈtɑɪ·di
tie, taɪ taɪ taɪ taɪ tɑɪ tɑɪ
tier, tɪr tɪər
tiff, tɪf tɪf
tiffin, ˈtɪfɪn
tiger, ˈtaɪɡɚ ˈtaɪɡɚ ˈtɑɪ·ɡər
tight, taɪt tɑɪt tɑɪt tɑɪt
tighten, ˈtaɪtən ˈtɑɪt·ən ˈtɑɪt·ən ˈtɑɪt·ən
tightly, ˈtaɪtli ˈtɑɪt·li ˈtɑɪt·li
tightness, ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs ˈtaɪtnəs
tightrope, ˈtaɪtroʊp ˈtɑɪtˌroʊp
tights, taɪts taɪts tɑɪts tɑɪts
tightwad, ˈtaɪtwɑːd ˈtɑɪtˌwɑd
tike, taɪk
tiki, ˈtiːki
tile, taɪl tɑɪl
tiled, taɪld
till," tɪl tɪl, təl"
tiller, ˈtɪlɚ
tilt, tɪlt tɪlt tɪlt
timber, ˈtɪmbɚ ˈtɪmbɚ ˈtɪmbɚ ˈtɪm·bər
timberline, ˈtɪmbɚlaɪn ˈtɪmbɚlaɪn
timbre," ˈtæmbɚ ˈtæm·bər, ˈtɪm·bər"
time, taɪm taɪm taɪm taɪm taɪm taɪm taɪm taɪm taɪm taɪm taɪm tɑɪm tɑɪm tɑɪm tɑɪm tɑɪm tɑɪm tɑɪm tɑɪm tɑɪm tɑɪm
timeless, ˈtaɪmləs ˈtaɪmləs ˈtɑɪm·ləs
timeliness, ˈtaɪmlinəs
timely, ˈtaɪmli ˈtɑɪm·li
timeout, ˌtaɪmˈaʊt ˌtaɪmˈaʊt ˈtɑɪmˈɑʊt
timepiece, ˈtaɪmpiːs
timer, ˈtaɪmɚ ˈtaɪmɚ ˈtɑɪ·mər
times, taɪmz tɑɪmz tɑɪmz
timeshare, ˈtaɪmʃer ˈtaɪmʃer
timetable, ˈtaɪmˌteɪbəl ˈtaɪmˌteɪbəl ˈtaɪmˌteɪbəl ˈtɑɪmˌteɪ·bəl
timid, ˈtɪmɪd ˈtɪm·ɪd
timidity, tɪˈmɪdət̬i
timidly, ˈtɪmɪdli
timing, ˈtaɪmɪŋ ˈtaɪmɪŋ ˈtaɪmɪŋ ˈtɑɪ·mɪŋ
timpani, ˈtɪmpəni
tin, tɪn tɪn tɪn tɪn tɪn tɪn tɪn tɪn
tincture, ˈtɪŋktʃɚ
tinder, ˈtɪndɚ ˈtɪn·dər
tinderbox, ˈtɪndɚbɑːks ˈtɪn·dərˌbɑks
tine, taɪn
ting, tɪŋ
tinge, tɪndʒ tɪndʒ
tinged, tɪndʒd
tingle, ˈtɪŋɡəl ˈtɪŋɡəl ˈtɪŋ·ɡəl
tinker, ˈtɪŋkɚ ˈtɪŋ·kər
tinkle, ˈtɪŋkəl ˈtɪŋkəl ˈtɪŋ·kəl ˈtɪŋ·kəl
tinny, ˈtɪni ˈtɪni ˈtɪn·i
tinsel, ˈtɪnsəl ˈtɪnsəl ˈtɪn·səl
tint, tɪnt tɪnt tɪnt
tinted, ˈtɪnt̬ɪd
tiny, ˈtaɪni ˈtɑɪ·ni
tip, tɪp tɪp tɪp tɪp tɪp tɪp tɪp tɪp tɪp tɪp
tipper, ˈtɪpɚ
tippet, ˈtɪpɪt
tipple, ˈtɪpəl
tippy, ˈtɪpi
tipster, ˈtɪpstɚ
tipsy, ˈtɪpsi ˈtɪp·si
tiptoe, ˈtɪptoʊ ˈtɪpˌtoʊ
tirade," ˈtaɪreɪd tɑɪˈreɪd, ˈtɑɪ·reɪd"
tire, taɪr tɑɪər
tired, taɪrd taɪrd tɑɪərd
tiredness, ˈtaɪrdnəs
tireless, ˈtaɪrləs ˈtɑɪər·ləs
tirelessly, ˈtaɪrləsli
tiresome, ˈtaɪrsəm ˈtɑɪər·səm
tiring, ˈtaɪrɪŋ ˈtɑɪər·ɪŋ
tissue, ˈtɪʃuː ˈtɪʃuː ˈtɪʃuː ˈtɪʃ·u ˈtɪʃ·u
tit, tɪt tɪt tɪt
titan, ˈtaɪtən
titanic, taɪˈtænɪk
titanium, taɪˈteɪniəm tɑɪˈteɪ·ni·əm
tithe, taɪð
titillate, ˈtɪt̬əleɪt ˈtɪt̬·əlˌeɪt
titillating, ˈtɪt̬əleɪt̬ɪŋ ˈtɪt̬əleɪt̬ɪŋ
titillation, ˌtɪt̬əlˈeɪʃən
title, ˈtaɪt̬əl ˈtaɪt̬əl ˈtaɪt̬əl ˈtaɪt̬əl ˈtaɪt̬əl ˈtɑɪ·t̬əl ˈtɑɪ·t̬əl ˈtɑɪ·t̬əl ˈtɑɪ·t̬əl
titled, ˈtaɪt̬əld ˈtaɪt̬əld
titles, ˈtaɪt̬əl
titter, ˈtɪt̬ɚ ˈtɪt̬·ər
tittle, ˈtɪt̬əl ˈtɪt̬əl
titular, ˈtɪtʃəlɚ
tizzy, ˈtɪzi ˈtɪz·i
to," strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː strong tuː tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə tu, tʊ, tə"
toad, toʊd toʊd toʊd
toast, toʊst toʊst toʊst toʊst
toaster, ˈtoʊstɚ ˈtoʊ·stər
tobacco, təˈbækoʊ təˈbæk·oʊ
toboggan, təˈbɑːɡən təˈbɑɡ·ən
today, təˈdeɪ təˈdeɪ təˈdeɪ təˈdeɪ
toddle, ˈtɑːdəl ˈtɑːdəl ˈtɑd·əl
toddler, ˈtɑːdlɚ ˈtɑd·lər
toe, toʊ toʊ toʊ toʊ
toehold, ˈtoʊhoʊld ˈtoʊhoʊld ˈtoʊˌhoʊld
toenail, ˈtoʊneɪl ˈtoʊˌneɪl
toff, tɑːf
toffee, ˈtɑːfi
tofu, ˈtoʊfuː ˈtoʊ·fu
toga, ˈtoʊɡə
together, təˈɡeðɚ təˈɡeðɚ təˈɡeðɚ təˈɡeðɚ təˈɡeðɚ
togetherness, təˈɡeðɚnəs təˈɡeð·ər·nəs
toggle, ˈtɑːɡəl ˈtɑːɡəl
togs, tɑːɡ tɑːɡ
toil, tɔɪl tɔɪl
toilet, ˈtɔɪlət ˈtɔɪlət ˈtɔɪlət ˈtɔɪ·lɪt
toiletries, ˈtɔɪlətriz ˈtɔɪ·lɪ·triz
token, ˈtoʊkən ˈtoʊkən ˈtoʊkən ˈtoʊkən ˈtoʊkən ˈtoʊ·kən ˈtoʊ·kən
told, toʊld toʊld
tolerable, ˈtɑːlɚəbəl ˈtɑl·ər·ə·bəl
tolerance, ˈtɑːlɚəns ˈtɑːlɚəns ˈtɑːlɚəns ˈtɑːlɚəns ˈtɑl·ər·əns ˈtɑl·ər·əns
tolerant, ˈtɑːlɚənt ˈtɑːlɚənt ˈtɑl·ər·ənt ˈtɑl·ər·ənt
tolerate, ˈtɑːləreɪt ˈtɑːləreɪt ˈtɑl·əˌreɪt ˈtɑl·əˌreɪt
toll, toʊl toʊl toʊl toʊl toʊl
tollbooth, ˈtoʊlbuːθ 'toʊlˌbuθ
tolled, toʊld
tolling, ˈtoʊlɪŋ
tom, tɑːm
tomahawk, ˈtɑːməhɑːk ˈtɑːməhɑːk ˈtɑːməhɑːk ˈtɑm·əˌhɔk
tomato, təˈmeɪt̬oʊ təˈmeɪ·t̬oʊ
tomb, tuːm tum
tomboy, ˈtɑːmbɔɪ ˈtɑmˌbɔɪ
tombstone, ˈtuːmstoʊn ˈtumˌstoʊn
tomcat, ˈtɑːmkæt ˈtɑmˌkæt
tome, toʊm toʊm
tomography, təˈmɑːɡrəfi
tomorrow," təˈmɔːroʊ təˈmɑr·oʊ, -ˈmɔr-"
ton, tʌn tʌn tʌn tʌn tʌn tʌn tʌn
tonal, ˈtoʊnəl ˈtoʊnəl ˈtoʊnəl ˈtoʊnəl ˈtoʊ·nəl
tonality, toʊˈnælət̬i toʊˈnæl·ɪ·t̬i
tone, toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn toʊn
toned, toʊnd
toner, ˈtoʊnɚ ˈtoʊnɚ
tong, tɑːŋ
tongs," tɑːŋz tɑːŋz tɔŋz, tɑŋz"
tongue, tʌŋ tʌŋ tʌŋ tʌŋ tʌŋ tʌŋ tʌŋ
tonic, ˈtɑːnɪk ˈtɑːnɪk ˈtɑːnɪk ˈtɑːnɪk ˈtɑn·ɪk ˈtɑn·ɪk
tonight, təˈnaɪt təˈnɑɪt
tonk, tɑːŋk tɑːŋk
tonnage, ˈtʌnɪdʒ ˈtʌnɪdʒ ˈtʌnɪdʒ
tonne, tʌn
tonsil, ˈtɑːnsəlz ˈtɑːnsəlz
tonsils, ˈtɑn·səlz
tony, ˈtoʊni
too, tuː tuː tuː tuː tuː tu tu tu
took, tʊk tʊk
tool, tuːl tuːl tuːl tuːl tuːl tul tul
toolbox, ˈtuːlbɑːks
tooled, tuːld
toot, tuːt
tooth, tuːθ tuːθ tuθ
toothbrush, ˈtuːθbrʌʃ ˈtuθˌbrʌʃ
toothless, ˈtuːθləs ˈtuːθləs
toothpaste, ˈtuːθpeɪst ˈtuθˌpeɪst
toothpick, ˈtuːθpɪk ˈtuθˌpɪk
toothy, ˈtuːθi ˈtu·θi
tootsie, ˈtʊtsi ˈtʊtsi
top, tɑːp tɑːp tɑːp tɑːp tɑːp tɑːp tɑːp tɑp tɑp tɑp tɑp tɑp
topaz, ˈtoʊpæz
topiary, ˈtoʊpier
topic, ˈtɑːpɪk ˈtɑp·ɪk
topical, ˈtɑːpɪkəl ˈtɑːpɪkəl ˈtɑp·ɪ·kəl
topknot, ˈtɑːpnɑːt
topless, ˈtɑːpləs
topography, təˈpɑːɡrəfi təˈpɑɡ·rə·fi
topper, ˈtɑːpɚ ˈtɑːpɚ ˈtɑːpɚ ˈtɑːpɚ ˈtɑːpɚ ˈtɑːpɚ ˈtɑːpɚ ˈtɑːpɚ
topping, ˈtɑːpɪŋ ˈtɑp·ɪŋ
topple, ˈtɑːpəl ˈtɑːpəl ˈtɑp·əl ˈtɑp·əl
tops, tɑːps tɑːps tɑps
topsoil, ˈtɑːpsɔɪl ˈtɑpˌsɔɪl
tor, tɔːr
torch, tɔːrtʃ tɔːrtʃ tɔːrtʃ tɔrtʃ tɔrtʃ tɔrtʃ
tore," tɔːr tɔr, toʊr"
torment, ˈtɔːrment ˈtɔːrment ˈtɔr·ment
tormentor, tɔːrˈment̬ɚ
torn," tɔːrn tɔrn, toʊrn"
tornado, tɔːrˈneɪdoʊ tɔrˈneɪ·doʊ
torpedo, tɔːrˈpiːdoʊ tɔrˈpi·doʊ
torpid, ˈtɔːrpɪd
torpor, ˈtɔːrpɚ ˈtɔːrpɚ
torque, tɔːrk tɔrk
torrent," ˈtɔːrənt ˈtɔːrənt ˈtɔr·ənt, ˈtɑr-"
torrential, tɔːˈrenʃəl
torrid," ˈtɔːrɪd ˈtɔːrɪd ˈtɔr·əd, ˈtɑr- ˈtɔr·əd, ˈtɑr- ˈtɔr·əd, ˈtɑr-"
torsion, ˈtɔːrʃən
torso, ˈtɔːrsoʊ ˈtɔr·soʊ
tort, ˈtɔːrt tɔrt ˈtɔːrt
torte, ˈtɔːrt
tortilla, tɔːrˈtiːjə tɔːrˈtiːjə tɔrˈti·ə
tortoise, ˈtɔːrt̬əs ˈtɔr·t̬əs
tortuous, ˈtɔːrtʃuəs ˈtɔr·tʃu·əs
torture, ˈtɔːrtʃɚ ˈtɔːrtʃɚ ˈtɔr·tʃər ˈtɔr·tʃər
tortured, ˈtɔːrtʃɚd
torturer, ˈtɔːrtʃərɚ
torturous, ˈtɔːrtʃərəs
tosh, tɑːʃ
toss, tɑːs tɑːs tɑːs tɑːs tɑːs tɔs tɔs tɔs
tot, tɑːt tɑːt tɑt
total, ˈtoʊt̬əl ˈtoʊ·t̬əl
totalitarian, toʊˌtæləˈteriən toʊˌtæl·əˈteər·i·ən
totalitarianism, toʊˌtæləˈteriənɪzəm toʊˌtæl·əˈteər·i·əˌnɪz·əm
totality, toʊˈtælət̬i
totally, ˈtoʊt̬əli ˈtoʊ·t̬əl·i
tote, toʊt toʊt
totem, ˈtoʊt̬əm ˈtoʊ·t̬əm
totes, toʊts
toto, ˈtoʊt̬oʊ
totter, ˈtɑːt̬ɚ ˈtɑːt̬ɚ ˈtɑːt̬ɚ ˈtɑt̬·ər
tottering, ˈtɑːt̬ɚɪŋ ˈtɑːt̬ɚɪŋ ˈtɑːt̬ɚɪŋ
totty, ˈtɑːt̬i
touch, tʌtʃ tʌtʃ tʌtʃ tʌtʃ tʌtʃ tʌtʃ tʌtʃ tʌtʃ tʌtʃ tʌtʃ tʌtʃ tʌtʃ
touchdown, ˈtʌtʃdaʊn ˈtʌtʃdaʊn ˈtʌtʃdaʊn ˈtʌtʃˌdɑʊn ˈtʌtʃˌdɑʊn
touched, tʌtʃt tʌtʃt tʌtʃt
